text,emoji,label,injection_type
"you know, it just-it takes me forever to get going in the morning.",,Explain,Plain
"you know, it just-it takes me forever to get going in the morning.",😩,Explain,Consonant
"you know, it just-it takes me forever to get going in the morning.",😇,Explain,Dissonant
"i like to wake up when my body is ready, you know what i mean?",,Confirm,Plain
"i like to wake up when my body is ready, you know what i mean?",🙌,Confirm,Consonant
"i like to wake up when my body is ready, you know what i mean?",🙄,Confirm,Dissonant
"jerusha, how was it? i feel sick!",,Complain,Plain
"jerusha, how was it? i feel sick!",🤦,Complain,Consonant
"jerusha, how was it? i feel sick!",🙂,Complain,Dissonant
this little girl won't try and stop you.,,Taunt,Plain
this little girl won't try and stop you.,🙌,Taunt,Consonant
this little girl won't try and stop you.,😐,Taunt,Dissonant
this little girl won't try and stop you.,🤡,Taunt,Social
i'm just--i'm gonna go pay for it.,,Leave,Plain
i'm just--i'm gonna go pay for it.,😠,Leave,Consonant
i'm just--i'm gonna go pay for it.,🙂,Leave,Dissonant
hey.,,Greet,Plain
hey.,✨,Greet,Consonant
hey.,😐,Greet,Dissonant
"i don't think that's true. well, it is true.",,Oppose,Plain
"i don't think that's true. well, it is true.",😊,Oppose,Consonant
"i don't think that's true. well, it is true.",🙄,Oppose,Dissonant
i know it's true because i just looked it up.,,Explain,Plain
i know it's true because i just looked it up.,😂,Explain,Consonant
i know it's true because i just looked it up.,😐,Explain,Dissonant
okay.   so did he invent salad?,,Confirm,Plain
okay.   so did he invent salad?,😠,Confirm,Consonant
okay.   so did he invent salad?,😅,Confirm,Dissonant
ken? you're--you're here.,,Doubt,Plain
ken? you're--you're here.,❤️,Doubt,Consonant
ken? you're--you're here.,🙄,Doubt,Dissonant
"okay, um, look, maybe i wasn't clear, and that's my fault.",,Apologise,Plain
"okay, um, look, maybe i wasn't clear, and that's my fault.",😩,Apologise,Consonant
"okay, um, look, maybe i wasn't clear, and that's my fault.",😅,Apologise,Dissonant
okay. okay.,,Acknowledge,Plain
okay. okay.,👍,Acknowledge,Consonant
okay. okay.,😐,Acknowledge,Dissonant
"yes, thanks. yes, yes.",,Thank,Plain
"yes, thanks. yes, yes.",💯,Thank,Consonant
"yes, thanks. yes, yes.",😐,Thank,Dissonant
you're the cool kids.,,Praise,Plain
you're the cool kids.,🥰,Praise,Consonant
you're the cool kids.,😐,Praise,Dissonant
"oh, no. none of us get invited to that.",,Oppose,Plain
"oh, no. none of us get invited to that.",🥀,Oppose,Consonant
"oh, no. none of us get invited to that.",👋,Oppose,Dissonant
that thing is lame anyway.,,Complain,Plain
that thing is lame anyway.,🤦,Complain,Consonant
that thing is lame anyway.,🙂,Complain,Dissonant
"hey, what if we did something?",,Advise,Plain
"hey, what if we did something?",😡,Advise,Consonant
"hey, what if we did something?",👋,Advise,Dissonant
yes! all right.,,Agree,Plain
yes! all right.,😊,Agree,Consonant
yes! all right.,😒,Agree,Dissonant
let's do it! bowling night!,,Advise,Plain
let's do it! bowling night!,🥂,Advise,Consonant
let's do it! bowling night!,😐,Advise,Dissonant
yeah. maybe.,,Agree,Plain
yeah. maybe.,💯,Agree,Consonant
yeah. maybe.,💀,Agree,Dissonant
wow. yeah.,,Agree,Plain
wow. yeah.,😊,Agree,Consonant
wow. yeah.,😐,Agree,Dissonant
i can't.,,Oppose,Plain
i can't.,🤦,Oppose,Consonant
i can't.,👋,Oppose,Dissonant
"um, oh. uh, no.",,Oppose,Plain
"um, oh. uh, no.",😭,Oppose,Consonant
"um, oh. uh, no.",😅,Oppose,Dissonant
it's my first write-up. ever.,,Flaunt,Plain
it's my first write-up. ever.,❤️,Flaunt,Consonant
it's my first write-up. ever.,💀,Flaunt,Dissonant
it's my first write-up. ever.,💅,Flaunt,Social
so thank you so much for that.,,Thank,Plain
so thank you so much for that.,🥰,Thank,Consonant
so thank you so much for that.,💀,Thank,Dissonant
i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.,,Explain,Plain
i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.,👍,Explain,Consonant
i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.,😒,Explain,Dissonant
i'm glad you got written up. you are a bully.,,Criticize,Plain
i'm glad you got written up. you are a bully.,😞,Criticize,Consonant
i'm glad you got written up. you are a bully.,😅,Criticize,Dissonant
"well, i'd rather be a bully than a castrated garden gnome.",,Taunt,Plain
"well, i'd rather be a bully than a castrated garden gnome.",💔,Taunt,Consonant
"well, i'd rather be a bully than a castrated garden gnome.",👋,Taunt,Dissonant
"well, i'd rather be a bully than a castrated garden gnome.",🙃,Taunt,Social
"well, who knows what's under those little pants?",,Taunt,Plain
"well, who knows what's under those little pants?",😞,Taunt,Consonant
"well, who knows what's under those little pants?",🙂,Taunt,Dissonant
"well, who knows what's under those little pants?",🙃,Taunt,Social
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",,Taunt,Plain
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",🥀,Taunt,Consonant
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",😇,Taunt,Dissonant
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",🤡,Taunt,Social
that was an awkward situation. i could have destroyed that guy.,,Explain,Plain
that was an awkward situation. i could have destroyed that guy.,🤦,Explain,Consonant
that was an awkward situation. i could have destroyed that guy.,😇,Explain,Dissonant
with muscles like those? come on.,,Taunt,Plain
with muscles like those? come on.,✨,Taunt,Consonant
with muscles like those? come on.,😐,Taunt,Dissonant
with muscles like those? come on.,🙃,Taunt,Social
"your ass? yeah, uh, obviously, i could-sure.",,Agree,Plain
"your ass? yeah, uh, obviously, i could-sure.",🥀,Agree,Consonant
"your ass? yeah, uh, obviously, i could-sure.",😊,Agree,Dissonant
"oh. well, then come at me.",,Invite,Plain
"oh. well, then come at me.",✨,Invite,Consonant
"oh. well, then come at me.",🙄,Invite,Dissonant
"fight, guys. jonah's fighting dina.",,Inform,Plain
"fight, guys. jonah's fighting dina.",🔥,Inform,Consonant
"fight, guys. jonah's fighting dina.",😒,Inform,Dissonant
bullies just need to be confronted.,,Explain,Plain
bullies just need to be confronted.,🔥,Explain,Consonant
bullies just need to be confronted.,😐,Explain,Dissonant
"because if you were really a feminist, you'd punch me in the face.",,Taunt,Plain
"because if you were really a feminist, you'd punch me in the face.",💔,Taunt,Consonant
"because if you were really a feminist, you'd punch me in the face.",😊,Taunt,Dissonant
"because if you were really a feminist, you'd punch me in the face.",🙃,Taunt,Social
just stop. this is crazy.,,Prevent,Plain
just stop. this is crazy.,🤦,Prevent,Consonant
just stop. this is crazy.,🙂,Prevent,Dissonant
"are you okay? yeah, yeah, i'm good.",,Care,Plain
"are you okay? yeah, yeah, i'm good.",🥰,Care,Consonant
"are you okay? yeah, yeah, i'm good.",🙄,Care,Dissonant
"yeah, i got to go with the cop on this one.",,Agree,Plain
"yeah, i got to go with the cop on this one.",❤️,Agree,Consonant
"yeah, i got to go with the cop on this one.",😒,Agree,Dissonant
i just want to cover it up until the coroner gets here.,,Explain,Plain
i just want to cover it up until the coroner gets here.,🤦,Explain,Consonant
i just want to cover it up until the coroner gets here.,🙂,Explain,Dissonant
"i know we don't specifically promise no dead bodies, but we shouldn't have to.",,Explain,Plain
"i know we don't specifically promise no dead bodies, but we shouldn't have to.",😞,Explain,Consonant
"i know we don't specifically promise no dead bodies, but we shouldn't have to.",😊,Explain,Dissonant
"fine, just don't go touching the body.",,Inform,Plain
"fine, just don't go touching the body.",👎,Inform,Consonant
"fine, just don't go touching the body.",😊,Inform,Dissonant
"no, i just wouldn't do that.",,Oppose,Plain
"no, i just wouldn't do that.",👎,Oppose,Consonant
"no, i just wouldn't do that.",😊,Oppose,Dissonant
"uh, because i said you can't.",,Explain,Plain
"uh, because i said you can't.",😢,Explain,Consonant
"uh, because i said you can't.",👋,Explain,Dissonant
"all right, well, that should hold.",,Agree,Plain
"all right, well, that should hold.",🥂,Agree,Consonant
"all right, well, that should hold.",💀,Agree,Dissonant
is this worse?,,Doubt,Plain
is this worse?,😠,Doubt,Consonant
is this worse?,🙂,Doubt,Dissonant
like he's a dead employee.,,Joke,Plain
like he's a dead employee.,🥀,Joke,Consonant
like he's a dead employee.,👋,Joke,Dissonant
no.,,Oppose,Plain
no.,😩,Oppose,Consonant
no.,👋,Oppose,Dissonant
this is not a halloween display.,,Oppose,Plain
this is not a halloween display.,👎,Oppose,Consonant
this is not a halloween display.,😅,Oppose,Dissonant
that was the coroner's office.,,Inform,Plain
that was the coroner's office.,😡,Inform,Consonant
that was the coroner's office.,😇,Inform,Dissonant
"the point is, they're not gonna be here for a while.",,Emphasize,Plain
"the point is, they're not gonna be here for a while.",😞,Emphasize,Consonant
"the point is, they're not gonna be here for a while.",😊,Emphasize,Dissonant
"oh, come on.",,Complain,Plain
"oh, come on.",🔥,Complain,Consonant
"oh, come on.",🙃,Complain,Dissonant
"oh, thanks.",,Thank,Plain
"oh, thanks.",🥂,Thank,Consonant
"oh, thanks.",💀,Thank,Dissonant
"what do we got here, the lunch police?",,Joke,Plain
"what do we got here, the lunch police?",🤦,Joke,Consonant
"what do we got here, the lunch police?",😅,Joke,Dissonant
"take me downtown, officer bumblebee.",,Joke,Plain
"take me downtown, officer bumblebee.",😂,Joke,Consonant
"take me downtown, officer bumblebee.",🙄,Joke,Dissonant
"kelly, could you jump on register four?",,Arrange,Plain
"kelly, could you jump on register four?",💔,Arrange,Consonant
"kelly, could you jump on register four?",😊,Arrange,Dissonant
yeah.,,Acknowledge,Plain
yeah.,🙌,Acknowledge,Consonant
yeah.,💀,Acknowledge,Dissonant
i guess i can eat this on the way.,,Leave,Plain
i guess i can eat this on the way.,✨,Leave,Consonant
i guess i can eat this on the way.,😒,Leave,Dissonant
"yup, that's why they're made to go.",,Explain,Plain
"yup, that's why they're made to go.",❤️,Explain,Consonant
"yup, that's why they're made to go.",😒,Explain,Dissonant
"uh-oh, phone police.",,Joke,Plain
"uh-oh, phone police.",🤦,Joke,Consonant
"uh-oh, phone police.",🙂,Joke,Dissonant
you'll never take me alive.,,Leave,Plain
you'll never take me alive.,🤦,Leave,Consonant
you'll never take me alive.,😇,Leave,Dissonant
"there is something there that is extremely disturbing, and it may frighten you.",,Inform,Plain
"there is something there that is extremely disturbing, and it may frighten you.",🤦,Inform,Consonant
"there is something there that is extremely disturbing, and it may frighten you.",😊,Inform,Dissonant
"please, listen to me.",,Inform,Plain
"please, listen to me.",🥂,Inform,Consonant
"please, listen to me.",💀,Inform,Dissonant
"the housewares section is very, very scary.",,Inform,Plain
"the housewares section is very, very scary.",✨,Inform,Consonant
"the housewares section is very, very scary.",🙄,Inform,Dissonant
it will give you nightmares.,,Warn,Plain
it will give you nightmares.,🔥,Warn,Consonant
it will give you nightmares.,🙃,Warn,Dissonant
turn back before it's too late.,,Warn,Plain
turn back before it's too late.,😩,Warn,Consonant
turn back before it's too late.,👋,Warn,Dissonant
"no. no, no.",,Oppose,Plain
"no. no, no.",😢,Oppose,Consonant
"no. no, no.",👋,Oppose,Dissonant
you--you--you've been warned.,,Inform,Plain
you--you--you've been warned.,😭,Inform,Consonant
you--you--you've been warned.,😊,Inform,Dissonant
okay.,,Acknowledge,Plain
okay.,💯,Acknowledge,Consonant
okay.,😐,Acknowledge,Dissonant
with sal's passport?,,Taunt,Plain
with sal's passport?,😭,Taunt,Consonant
with sal's passport?,😊,Taunt,Dissonant
with sal's passport?,🙃,Taunt,Social
i am a master at make-up.,,Flaunt,Plain
i am a master at make-up.,😊,Flaunt,Consonant
i am a master at make-up.,🙄,Flaunt,Dissonant
i am a master at make-up.,💸,Flaunt,Social
"if i can make elias look like dame edna, i can make you look like sal.",,Flaunt,Plain
"if i can make elias look like dame edna, i can make you look like sal.",🥀,Flaunt,Consonant
"if i can make elias look like dame edna, i can make you look like sal.",🙂,Flaunt,Dissonant
"if i can make elias look like dame edna, i can make you look like sal.",💸,Flaunt,Social
"wait, why did elias want to be dame edna?",,Doubt,Plain
"wait, why did elias want to be dame edna?",😡,Doubt,Consonant
"wait, why did elias want to be dame edna?",😇,Doubt,Dissonant
although me just being here is illegal so it kind of cancels out.,,Explain,Plain
although me just being here is illegal so it kind of cancels out.,😡,Explain,Consonant
although me just being here is illegal so it kind of cancels out.,😊,Explain,Dissonant
i think...we should...,,Agree,Plain
i think...we should...,😩,Agree,Consonant
i think...we should...,👋,Agree,Dissonant
we agreed on a kitty cat.,,Complain,Plain
we agreed on a kitty cat.,🙌,Complain,Consonant
we agreed on a kitty cat.,😐,Complain,Dissonant
she saw the match before i could get her phone.,,Inform,Plain
she saw the match before i could get her phone.,😡,Inform,Consonant
she saw the match before i could get her phone.,🙂,Inform,Dissonant
"oh, okay, we need to  freaky friday  this.",,Joke,Plain
"oh, okay, we need to  freaky friday  this.",💔,Joke,Consonant
"oh, okay, we need to  freaky friday  this.",👋,Joke,Dissonant
"you need to find a cursed object, have a whirlwind romance with her, but then learn an important life lesson.",,Advise,Plain
"you need to find a cursed object, have a whirlwind romance with her, but then learn an important life lesson.",❤️,Advise,Consonant
"you need to find a cursed object, have a whirlwind romance with her, but then learn an important life lesson.",🙃,Advise,Dissonant
she sent him a wink.,,Inform,Plain
she sent him a wink.,💯,Inform,Consonant
she sent him a wink.,💀,Inform,Dissonant
"yeah, as long as they never run into each other in the store they both work in.",,Agree,Plain
"yeah, as long as they never run into each other in the store they both work in.",🥰,Agree,Consonant
"yeah, as long as they never run into each other in the store they both work in.",💀,Agree,Dissonant
you seem good.,,Care,Plain
you seem good.,🥂,Care,Consonant
you seem good.,🙃,Care,Dissonant
i had a bar this morning with like 20 grams of protein.,,Explain,Plain
i had a bar this morning with like 20 grams of protein.,😢,Explain,Consonant
i had a bar this morning with like 20 grams of protein.,😊,Explain,Dissonant
"no, no listen to your body.",,Oppose,Plain
"no, no listen to your body.",😞,Oppose,Consonant
"no, no listen to your body.",😊,Oppose,Dissonant
yeah.,,Agree,Plain
yeah.,💯,Agree,Consonant
yeah.,😒,Agree,Dissonant
"oh, no, no, i'm fine.",,Oppose,Plain
"oh, no, no, i'm fine.",🙌,Oppose,Consonant
"oh, no, no, i'm fine.",🙄,Oppose,Dissonant
yes.,,Agree,Plain
yes.,👍,Agree,Consonant
yes.,😒,Agree,Dissonant
you are so strong.,,Praise,Plain
you are so strong.,😊,Praise,Consonant
you are so strong.,😒,Praise,Dissonant
and i also think you are so brave.,,Praise,Plain
and i also think you are so brave.,💯,Praise,Consonant
and i also think you are so brave.,😐,Praise,Dissonant
thank you.,,Thank,Plain
thank you.,🙌,Thank,Consonant
thank you.,💀,Thank,Dissonant
so you'll have to do the make-up yourself for the trip back.,,Inform,Plain
so you'll have to do the make-up yourself for the trip back.,😠,Inform,Consonant
so you'll have to do the make-up yourself for the trip back.,😇,Inform,Dissonant
or you could just stay like this the whole time.,,Advise,Plain
or you could just stay like this the whole time.,😠,Advise,Consonant
or you could just stay like this the whole time.,😅,Advise,Dissonant
what? i was just saying she had really great skin.,,Explain,Plain
what? i was just saying she had really great skin.,🥰,Explain,Consonant
what? i was just saying she had really great skin.,🙄,Explain,Dissonant
that's stupid.,,Taunt,Plain
that's stupid.,🥀,Taunt,Consonant
that's stupid.,😊,Taunt,Dissonant
that's stupid.,🙃,Taunt,Social
i just think it feels really good and firm on my tongue.,,Explain,Plain
i just think it feels really good and firm on my tongue.,🔥,Explain,Consonant
i just think it feels really good and firm on my tongue.,🙃,Explain,Dissonant
"yeah, i was gonna get one, but they're like a hundred bucks.",,Explain,Plain
"yeah, i was gonna get one, but they're like a hundred bucks.",👍,Explain,Consonant
"yeah, i was gonna get one, but they're like a hundred bucks.",💀,Explain,Dissonant
"thank you, governor greitens.",,Thank,Plain
"thank you, governor greitens.",🥂,Thank,Consonant
"thank you, governor greitens.",🙄,Thank,Dissonant
i guess i could put it on my lawn.,,Advise,Plain
i guess i could put it on my lawn.,😢,Advise,Consonant
i guess i could put it on my lawn.,🙂,Advise,Dissonant
"chuck, what are you doing?",,Care,Plain
"chuck, what are you doing?",💔,Care,Consonant
"chuck, what are you doing?",😇,Care,Dissonant
how could i humiliate you?,,Doubt,Plain
how could i humiliate you?,💔,Doubt,Consonant
how could i humiliate you?,😇,Doubt,Dissonant
i barely talk to you.,,Explain,Plain
i barely talk to you.,🤦,Explain,Consonant
i barely talk to you.,😊,Explain,Dissonant
"hey, guys.",,Greet,Plain
"hey, guys.",😂,Greet,Consonant
"hey, guys.",😒,Greet,Dissonant
"you know what, kelly, i feel like i cut your break short.",,Apologise,Plain
"you know what, kelly, i feel like i cut your break short.",🥀,Apologise,Consonant
"you know what, kelly, i feel like i cut your break short.",😅,Apologise,Dissonant
this guy's playing mind games with me all day.,,Criticize,Plain
this guy's playing mind games with me all day.,💯,Criticize,Consonant
this guy's playing mind games with me all day.,😊,Criticize,Dissonant
i would never do that.,,Oppose,Plain
i would never do that.,💔,Oppose,Consonant
i would never do that.,👋,Oppose,Dissonant
i'm an ally.,,Emphasize,Plain
i'm an ally.,😊,Emphasize,Consonant
i'm an ally.,🙄,Emphasize,Dissonant
i never texted you.,,Oppose,Plain
i never texted you.,🙌,Oppose,Consonant
i never texted you.,💀,Oppose,Dissonant
stop lying!,,Prevent,Plain
stop lying!,😩,Prevent,Consonant
stop lying!,😇,Prevent,Dissonant
it was me. i did it.,,Explain,Plain
it was me. i did it.,👍,Explain,Consonant
it was me. i did it.,😒,Explain,Dissonant
"i took jonah's phone, and i was messing around.",,Explain,Plain
"i took jonah's phone, and i was messing around.",😡,Explain,Consonant
"i took jonah's phone, and i was messing around.",🙂,Explain,Dissonant
"and i accidently swiped right, and i just couldn't stop myself.",,Explain,Plain
"and i accidently swiped right, and i just couldn't stop myself.",🥰,Explain,Consonant
"and i accidently swiped right, and i just couldn't stop myself.",💀,Explain,Dissonant
and garrett had something to do with it too.,,Inform,Plain
and garrett had something to do with it too.,👍,Inform,Consonant
and garrett had something to do with it too.,😐,Inform,Dissonant
"uh, you know, it's fine.",,Comfort,Plain
"uh, you know, it's fine.",🔥,Comfort,Consonant
"uh, you know, it's fine.",😐,Comfort,Dissonant
i'm sorry.,,Apologise,Plain
i'm sorry.,😭,Apologise,Consonant
i'm sorry.,😅,Apologise,Dissonant
"oh, god. uh...",,Leave,Plain
"oh, god. uh...",😩,Leave,Consonant
"oh, god. uh...",🙂,Leave,Dissonant
you look adorable.,,Praise,Plain
you look adorable.,🥰,Praise,Consonant
you look adorable.,😐,Praise,Dissonant
"okay, here. take it.",,Arrange,Plain
"okay, here. take it.",🙌,Arrange,Consonant
"okay, here. take it.",🙃,Arrange,Dissonant
"destroy it, douse it with holy water, and set it on fire.",,Arrange,Plain
"destroy it, douse it with holy water, and set it on fire.",😞,Arrange,Consonant
"destroy it, douse it with holy water, and set it on fire.",😇,Arrange,Dissonant
"i'm not going, okay?",,Oppose,Plain
"i'm not going, okay?",😩,Oppose,Consonant
"i'm not going, okay?",🙂,Oppose,Dissonant
it's not worth it.,,Complain,Plain
it's not worth it.,😡,Complain,Consonant
it's not worth it.,😇,Complain,Dissonant
i don't like what's happening to me.,,Complain,Plain
i don't like what's happening to me.,🥀,Complain,Consonant
i don't like what's happening to me.,😇,Complain,Dissonant
i need to wash this all off before it's too late.,,Leave,Plain
i need to wash this all off before it's too late.,😢,Leave,Consonant
i need to wash this all off before it's too late.,🙂,Leave,Dissonant
"hey. dina, is something wrong?",,Care,Plain
"hey. dina, is something wrong?",😞,Care,Consonant
"hey. dina, is something wrong?",👋,Care,Dissonant
you know the rules. no religious crap in the store.,,Criticize,Plain
you know the rules. no religious crap in the store.,🤦,Criticize,Consonant
you know the rules. no religious crap in the store.,😊,Criticize,Dissonant
this is just a winter barn display.,,Introduce,Plain
this is just a winter barn display.,😡,Introduce,Consonant
this is just a winter barn display.,😊,Introduce,Dissonant
with a baby jesus and three wise men?,,Taunt,Plain
with a baby jesus and three wise men?,🙌,Taunt,Consonant
with a baby jesus and three wise men?,🙃,Taunt,Dissonant
with a baby jesus and three wise men?,🤡,Taunt,Social
that is a normal barn baby and three men of average intelligence.,,Introduce,Plain
that is a normal barn baby and three men of average intelligence.,😭,Introduce,Consonant
that is a normal barn baby and three men of average intelligence.,🙂,Introduce,Dissonant
"oh, wow. well, i feel foolish.",,Taunt,Plain
"oh, wow. well, i feel foolish.",🤦,Taunt,Consonant
"oh, wow. well, i feel foolish.",👋,Taunt,Dissonant
"oh, wow. well, i feel foolish.",🤣,Taunt,Social
i can't believe that i thought this guy was a wise man.,,Taunt,Plain
i can't believe that i thought this guy was a wise man.,😡,Taunt,Consonant
i can't believe that i thought this guy was a wise man.,😇,Taunt,Dissonant
i can't believe that i thought this guy was a wise man.,🤣,Taunt,Social
you're not that stupid.,,Oppose,Plain
you're not that stupid.,❤️,Oppose,Consonant
you're not that stupid.,💀,Oppose,Dissonant
"i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.",,Explain,Plain
"i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.",😡,Explain,Consonant
"i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.",😊,Explain,Dissonant
"wait, give me that! that's baby jesus!",,Prevent,Plain
"wait, give me that! that's baby jesus!",😠,Prevent,Consonant
"wait, give me that! that's baby jesus!",😅,Prevent,Dissonant
"oh, great.",,Praise,Plain
"oh, great.",🥰,Praise,Consonant
"oh, great.",😒,Praise,Dissonant
"narc alert. oh, it's the fun police.",,Taunt,Plain
"narc alert. oh, it's the fun police.",😊,Taunt,Consonant
"narc alert. oh, it's the fun police.",💀,Taunt,Dissonant
"narc alert. oh, it's the fun police.",🤣,Taunt,Social
"i mean, it's nothing personal, but--",,Explain,Plain
"i mean, it's nothing personal, but--",😩,Explain,Consonant
"i mean, it's nothing personal, but--",😇,Explain,Dissonant
"yeah, you just always act all lame and stuff.",,Criticize,Plain
"yeah, you just always act all lame and stuff.",😠,Criticize,Consonant
"yeah, you just always act all lame and stuff.",😊,Criticize,Dissonant
that was the tiniest sip i've ever seen.,,Taunt,Plain
that was the tiniest sip i've ever seen.,😊,Taunt,Consonant
that was the tiniest sip i've ever seen.,😒,Taunt,Dissonant
that was the tiniest sip i've ever seen.,🙃,Taunt,Social
"i mean, now you're just stealing my alcohol.",,Criticize,Plain
"i mean, now you're just stealing my alcohol.",😡,Criticize,Consonant
"i mean, now you're just stealing my alcohol.",😊,Criticize,Dissonant
"oh, hey, man. merry christmas.",,Greet,Plain
"oh, hey, man. merry christmas.",🔥,Greet,Consonant
"oh, hey, man. merry christmas.",😒,Greet,Dissonant
"oh, wow. thank you, garrett.",,Thank,Plain
"oh, wow. thank you, garrett.",😊,Thank,Consonant
"oh, wow. thank you, garrett.",🙄,Thank,Dissonant
"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",,Confirm,Plain
"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",😞,Confirm,Consonant
"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",😇,Confirm,Dissonant
"yeah, i just figured it'd be something you could use based on the puddles by the shower.",,Explain,Plain
"yeah, i just figured it'd be something you could use based on the puddles by the shower.",😩,Explain,Consonant
"yeah, i just figured it'd be something you could use based on the puddles by the shower.",😊,Explain,Dissonant
or you could save some money and just quit it with the harmonica lessons on youtube.,,Advise,Plain
or you could save some money and just quit it with the harmonica lessons on youtube.,😞,Advise,Consonant
or you could save some money and just quit it with the harmonica lessons on youtube.,👋,Advise,Dissonant
"yeah, it would be. mm-hmm. yeah.",,Agree,Plain
"yeah, it would be. mm-hmm. yeah.",😂,Agree,Consonant
"yeah, it would be. mm-hmm. yeah.",🙃,Agree,Dissonant
which is why i lay my shoes on their side so that the soles don't touch the fabric.,,Explain,Plain
which is why i lay my shoes on their side so that the soles don't touch the fabric.,💔,Explain,Consonant
which is why i lay my shoes on their side so that the soles don't touch the fabric.,😊,Explain,Dissonant
"oh, you know, i think you're working too hard.",,Taunt,Plain
"oh, you know, i think you're working too hard.",💔,Taunt,Consonant
"oh, you know, i think you're working too hard.",😊,Taunt,Dissonant
"oh, you know, i think you're working too hard.",🤣,Taunt,Social
why don't you just take off your shoes?,,Advise,Plain
why don't you just take off your shoes?,😡,Advise,Consonant
why don't you just take off your shoes?,👋,Advise,Dissonant
"there's a dad here with his kid, asking where the store santa is.",,Inform,Plain
"there's a dad here with his kid, asking where the store santa is.",😢,Inform,Consonant
"there's a dad here with his kid, asking where the store santa is.",🙂,Inform,Dissonant
tell him to check the drunk tank.,,Arrange,Plain
tell him to check the drunk tank.,😢,Arrange,Consonant
tell him to check the drunk tank.,😅,Arrange,Dissonant
"guys, they drove an hour to get here.",,Inform,Plain
"guys, they drove an hour to get here.",😠,Inform,Consonant
"guys, they drove an hour to get here.",😊,Inform,Dissonant
"glenn, it's not like i hate christmas or anything.",,Explain,Plain
"glenn, it's not like i hate christmas or anything.",😊,Explain,Consonant
"glenn, it's not like i hate christmas or anything.",🙃,Explain,Dissonant
"so  winter wonderland  is okay, and-you want to see what christmas is all about?",,Invite,Plain
"so  winter wonderland  is okay, and-you want to see what christmas is all about?",🥰,Invite,Consonant
"so  winter wonderland  is okay, and-you want to see what christmas is all about?",🙃,Invite,Dissonant
"sorry, we're making up for lost time.",,Explain,Plain
"sorry, we're making up for lost time.",😡,Explain,Consonant
"sorry, we're making up for lost time.",😇,Explain,Dissonant
"oh, no, no, no. kiss away.",,Oppose,Plain
"oh, no, no, no. kiss away.",🥀,Oppose,Consonant
"oh, no, no, no. kiss away.",🙂,Oppose,Dissonant
"oh, there won't be a next tour.",,Oppose,Plain
"oh, there won't be a next tour.",😢,Oppose,Consonant
"oh, there won't be a next tour.",😊,Oppose,Dissonant
"okay, i was smoking something i did not know was meth.",,Explain,Plain
"okay, i was smoking something i did not know was meth.",👎,Explain,Consonant
"okay, i was smoking something i did not know was meth.",👋,Explain,Dissonant
"hey, uh, thank you for your service.",,Thank,Plain
