text,emoji,label,injection_type
i'm sorry.,,Apologise,Plain
i'm sorry.,😣,Apologise,Consonant
i'm sorry.,💅,Apologise,Dissonant
i'm sorry.,🏳️,Apologise,Social
"oh, god. uh...",,Leave,Plain
"oh, god. uh...",🤬,Leave,Consonant
"oh, god. uh...",👋,Leave,Dissonant
you look adorable.,,Praise,Plain
you look adorable.,😎,Praise,Consonant
you look adorable.,😐,Praise,Dissonant
you look adorable.,👏,Praise,Social
"okay, here. take it.",,Arrange,Plain
"okay, here. take it.",🙌,Arrange,Consonant
"okay, here. take it.",🌚,Arrange,Dissonant
"destroy it, douse it with holy water, and set it on fire.",,Arrange,Plain
"destroy it, douse it with holy water, and set it on fire.",🤬,Arrange,Consonant
"destroy it, douse it with holy water, and set it on fire.",🤠,Arrange,Dissonant
"i'm not going, okay?",,Oppose,Plain
"i'm not going, okay?",😣,Oppose,Consonant
"i'm not going, okay?",🧘,Oppose,Dissonant
it's not worth it.,,Complain,Plain
it's not worth it.,😿,Complain,Consonant
it's not worth it.,😇,Complain,Dissonant
i don't like what's happening to me.,,Complain,Plain
i don't like what's happening to me.,📉,Complain,Consonant
i don't like what's happening to me.,🦄,Complain,Dissonant
i need to wash this all off before it's too late.,,Leave,Plain
i need to wash this all off before it's too late.,😡,Leave,Consonant
i need to wash this all off before it's too late.,💫,Leave,Dissonant
"hey. dina, is something wrong?",,Care,Plain
"hey. dina, is something wrong?",📉,Care,Consonant
"hey. dina, is something wrong?",😘,Care,Dissonant
"hey. dina, is something wrong?",💝,Care,Social
you know the rules. no religious crap in the store.,,Criticize,Plain
you know the rules. no religious crap in the store.,📉,Criticize,Consonant
you know the rules. no religious crap in the store.,🐒,Criticize,Dissonant
you know the rules. no religious crap in the store.,😐,Criticize,Social
this is just a winter barn display.,,Introduce,Plain
this is just a winter barn display.,😤,Introduce,Consonant
this is just a winter barn display.,😊,Introduce,Dissonant
this is just a winter barn display.,🎫,Introduce,Social
with a baby jesus and three wise men?,,Taunt,Plain
with a baby jesus and three wise men?,💯,Taunt,Consonant
with a baby jesus and three wise men?,🎭,Taunt,Dissonant
with a baby jesus and three wise men?,🍼,Taunt,Social
that is a normal barn baby and three men of average intelligence.,,Introduce,Plain
that is a normal barn baby and three men of average intelligence.,🤐,Introduce,Consonant
that is a normal barn baby and three men of average intelligence.,🐒,Introduce,Dissonant
that is a normal barn baby and three men of average intelligence.,🎙️,Introduce,Social
"oh, wow. well, i feel foolish.",,Taunt,Plain
"oh, wow. well, i feel foolish.",😿,Taunt,Consonant
"oh, wow. well, i feel foolish.",🐒,Taunt,Dissonant
"oh, wow. well, i feel foolish.",🤡,Taunt,Social
i can't believe that i thought this guy was a wise man.,,Taunt,Plain
i can't believe that i thought this guy was a wise man.,😫,Taunt,Consonant
i can't believe that i thought this guy was a wise man.,🍵,Taunt,Dissonant
i can't believe that i thought this guy was a wise man.,🧂,Taunt,Social
you're not that stupid.,,Oppose,Plain
you're not that stupid.,🤗,Oppose,Consonant
you're not that stupid.,🌚,Oppose,Dissonant
"i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.",,Explain,Plain
"i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.",😿,Explain,Consonant
"i mean, i guess if this was someone from the bible, you'd probably be pretty upset if i did this.",🤠,Explain,Dissonant
"wait, give me that! that's baby jesus!",,Prevent,Plain
"wait, give me that! that's baby jesus!",🥀,Prevent,Consonant
"wait, give me that! that's baby jesus!",🐒,Prevent,Dissonant
"oh, great.",,Praise,Plain
"oh, great.",✨,Praise,Consonant
"oh, great.",🙄,Praise,Dissonant
"oh, great.",🏆,Praise,Social
"narc alert. oh, it's the fun police.",,Taunt,Plain
"narc alert. oh, it's the fun police.",😎,Taunt,Consonant
"narc alert. oh, it's the fun police.",🙃,Taunt,Dissonant
"narc alert. oh, it's the fun police.",🎻,Taunt,Social
"i mean, it's nothing personal, but--",,Explain,Plain
"i mean, it's nothing personal, but--",😠,Explain,Consonant
"i mean, it's nothing personal, but--",🐒,Explain,Dissonant
"yeah, you just always act all lame and stuff.",,Criticize,Plain
"yeah, you just always act all lame and stuff.",🤐,Criticize,Consonant
"yeah, you just always act all lame and stuff.",🙂,Criticize,Dissonant
"yeah, you just always act all lame and stuff.",🤦‍♂️,Criticize,Social
that was the tiniest sip i've ever seen.,,Taunt,Plain
that was the tiniest sip i've ever seen.,✨,Taunt,Consonant
that was the tiniest sip i've ever seen.,🙄,Taunt,Dissonant
that was the tiniest sip i've ever seen.,🤣,Taunt,Social
"i mean, now you're just stealing my alcohol.",,Criticize,Plain
"i mean, now you're just stealing my alcohol.",😿,Criticize,Consonant
"i mean, now you're just stealing my alcohol.",🙂,Criticize,Dissonant
"i mean, now you're just stealing my alcohol.",😐,Criticize,Social
"oh, hey, man. merry christmas.",,Greet,Plain
"oh, hey, man. merry christmas.",🎉,Greet,Consonant
"oh, hey, man. merry christmas.",😑,Greet,Dissonant
"oh, wow. thank you, garrett.",,Thank,Plain
"oh, wow. thank you, garrett.",🥰,Thank,Consonant
"oh, wow. thank you, garrett.",🎭,Thank,Dissonant
"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",,Confirm,Plain
"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",📉,Confirm,Consonant
"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",😘,Confirm,Dissonant
"and i guess, you know, when you work with someone you also live with, things can be a little-oh, is that a-is this a bath mat?",☑️,Confirm,Social
"yeah, i just figured it'd be something you could use based on the puddles by the shower.",,Explain,Plain
"yeah, i just figured it'd be something you could use based on the puddles by the shower.",😭,Explain,Consonant
"yeah, i just figured it'd be something you could use based on the puddles by the shower.",😊,Explain,Dissonant
or you could save some money and just quit it with the harmonica lessons on youtube.,,Advise,Plain
or you could save some money and just quit it with the harmonica lessons on youtube.,😣,Advise,Consonant
or you could save some money and just quit it with the harmonica lessons on youtube.,🦄,Advise,Dissonant
or you could save some money and just quit it with the harmonica lessons on youtube.,📚,Advise,Social
"yeah, it would be. mm-hmm. yeah.",,Agree,Plain
"yeah, it would be. mm-hmm. yeah.",🥂,Agree,Consonant
"yeah, it would be. mm-hmm. yeah.",🤥,Agree,Dissonant
which is why i lay my shoes on their side so that the soles don't touch the fabric.,,Explain,Plain
which is why i lay my shoes on their side so that the soles don't touch the fabric.,🤐,Explain,Consonant
which is why i lay my shoes on their side so that the soles don't touch the fabric.,😇,Explain,Dissonant
"oh, you know, i think you're working too hard.",,Taunt,Plain
"oh, you know, i think you're working too hard.",😤,Taunt,Consonant
"oh, you know, i think you're working too hard.",🤠,Taunt,Dissonant
"oh, you know, i think you're working too hard.",🤥,Taunt,Social
why don't you just take off your shoes?,,Advise,Plain
why don't you just take off your shoes?,😩,Advise,Consonant
why don't you just take off your shoes?,😅,Advise,Dissonant
why don't you just take off your shoes?,🔮,Advise,Social
"there's a dad here with his kid, asking where the store santa is.",,Inform,Plain
"there's a dad here with his kid, asking where the store santa is.",😡,Inform,Consonant
"there's a dad here with his kid, asking where the store santa is.",🤷,Inform,Dissonant
"there's a dad here with his kid, asking where the store santa is.",📝,Inform,Social
tell him to check the drunk tank.,,Arrange,Plain
tell him to check the drunk tank.,😣,Arrange,Consonant
tell him to check the drunk tank.,😅,Arrange,Dissonant
"guys, they drove an hour to get here.",,Inform,Plain
"guys, they drove an hour to get here.",🥀,Inform,Consonant
"guys, they drove an hour to get here.",🙂,Inform,Dissonant
"guys, they drove an hour to get here.",📢,Inform,Social
"glenn, it's not like i hate christmas or anything.",,Explain,Plain
"glenn, it's not like i hate christmas or anything.",🤩,Explain,Consonant
"glenn, it's not like i hate christmas or anything.",💀,Explain,Dissonant
"so  winter wonderland  is okay, and-you want to see what christmas is all about?",,Invite,Plain
"so  winter wonderland  is okay, and-you want to see what christmas is all about?",🔥,Invite,Consonant
"so  winter wonderland  is okay, and-you want to see what christmas is all about?",😶,Invite,Dissonant
"sorry, we're making up for lost time.",,Explain,Plain
"sorry, we're making up for lost time.",🤢,Explain,Consonant
"sorry, we're making up for lost time.",💫,Explain,Dissonant
"oh, no, no, no. kiss away.",,Oppose,Plain
"oh, no, no, no. kiss away.",🤬,Oppose,Consonant
"oh, no, no, no. kiss away.",👋,Oppose,Dissonant
"oh, there won't be a next tour.",,Oppose,Plain
"oh, there won't be a next tour.",🥺,Oppose,Consonant
"oh, there won't be a next tour.",🤠,Oppose,Dissonant
"okay, i was smoking something i did not know was meth.",,Explain,Plain
"okay, i was smoking something i did not know was meth.",🥺,Explain,Consonant
"okay, i was smoking something i did not know was meth.",👋,Explain,Dissonant
"hey, uh, thank you for your service.",,Thank,Plain
"hey, uh, thank you for your service.",🤩,Thank,Consonant
"hey, uh, thank you for your service.",😏,Thank,Dissonant
there's cocoa in aisle nine.,,Inform,Plain
there's cocoa in aisle nine.,😎,Inform,Consonant
there's cocoa in aisle nine.,🎭,Inform,Dissonant
there's cocoa in aisle nine.,📝,Inform,Social
"i mean, it's just-it's messed up.",,Complain,Plain
"i mean, it's just-it's messed up.",🥀,Complain,Consonant
"i mean, it's just-it's messed up.",😇,Complain,Dissonant
i'm just gonna say it. men are from mars.,,Taunt,Plain
i'm just gonna say it. men are from mars.,🌈,Taunt,Consonant
i'm just gonna say it. men are from mars.,🎭,Taunt,Dissonant
i'm just gonna say it. men are from mars.,🧂,Taunt,Social
yeah. that's exactly what i was thinking.,,Agree,Plain
yeah. that's exactly what i was thinking.,😊,Agree,Consonant
yeah. that's exactly what i was thinking.,😒,Agree,Dissonant
"no. no, no, no, no, no, no. you should not go over there.",,Prevent,Plain
"no. no, no, no, no, no, no. you should not go over there.",😫,Prevent,Consonant
"no. no, no, no, no, no, no. you should not go over there.",😇,Prevent,Dissonant
we should all go over there.,,Advise,Plain
we should all go over there.,🥂,Advise,Consonant
we should all go over there.,😶,Advise,Dissonant
we should all go over there.,🧐,Advise,Social
"yeah, just always assume we're talking about bridgett's house.",,Agree,Plain
"yeah, just always assume we're talking about bridgett's house.",👎,Agree,Consonant
"yeah, just always assume we're talking about bridgett's house.",😇,Agree,Dissonant
because i try not to drive if i've had more than six.,,Explain,Plain
because i try not to drive if i've had more than six.,😣,Explain,Consonant
because i try not to drive if i've had more than six.,💅,Explain,Dissonant
"oh, yeah, i should not be getting behind the wheel of a car right now.",,Agree,Plain
"oh, yeah, i should not be getting behind the wheel of a car right now.",😣,Agree,Consonant
"oh, yeah, i should not be getting behind the wheel of a car right now.",🍵,Agree,Dissonant
i'm gonna do this. i'm gonna go knock on the door.,,Plan,Plain
i'm gonna do this. i'm gonna go knock on the door.,🙌,Plan,Consonant
i'm gonna do this. i'm gonna go knock on the door.,😑,Plan,Dissonant
"oh, my god. this is a mistake.",,Complain,Plain
"oh, my god. this is a mistake.",🥀,Complain,Consonant
"oh, my god. this is a mistake.",🙂,Complain,Dissonant
but not today.,,Oppose,Plain
but not today.,📉,Oppose,Consonant
but not today.,🤷,Oppose,Dissonant
"oh, no, no, no. today's gonna be a mess.",,Oppose,Plain
"oh, no, no, no. today's gonna be a mess.",🤬,Oppose,Consonant
"oh, no, no, no. today's gonna be a mess.",🧘,Oppose,Dissonant
we got to go. we got to go.,,Leave,Plain
we got to go. we got to go.,💯,Leave,Consonant
we got to go. we got to go.,😏,Leave,Dissonant
"oh, my god. my battery's dead.",,Complain,Plain
"oh, my god. my battery's dead.",🤕,Complain,Consonant
"oh, my god. my battery's dead.",🤷,Complain,Dissonant
is that you?,,Confirm,Plain
is that you?,🤢,Confirm,Consonant
is that you?,🧘,Confirm,Dissonant
is that you?,🤝,Confirm,Social
"yeah, yeah. fine.",,Agree,Plain
"yeah, yeah. fine.",🎈,Agree,Consonant
"yeah, yeah. fine.",🤐,Agree,Dissonant
"okay, 'cause you look a little bit like a disgruntled keebler elf about to shoot up the tree house.",,Joke,Plain
"okay, 'cause you look a little bit like a disgruntled keebler elf about to shoot up the tree house.",🥺,Joke,Consonant
"okay, 'cause you look a little bit like a disgruntled keebler elf about to shoot up the tree house.",😊,Joke,Dissonant
"it's just--it's like he wants to be mad at me, so he just comes up with these little excuses.",,Complain,Plain
"it's just--it's like he wants to be mad at me, so he just comes up with these little excuses.",🤬,Complain,Consonant
"it's just--it's like he wants to be mad at me, so he just comes up with these little excuses.",👋,Complain,Dissonant
"you know, like, he'll-he'll take the trash out when it's half full just so he can be like,  there's another thing jonah didn't do.    i only take my trash out when it topples over like a jenga tower.",,Complain,Plain
"you know, like, he'll-he'll take the trash out when it's half full just so he can be like,  there's another thing jonah didn't do.    i only take my trash out when it topples over like a jenga tower.",😭,Complain,Consonant
"you know, like, he'll-he'll take the trash out when it's half full just so he can be like,  there's another thing jonah didn't do.    i only take my trash out when it topples over like a jenga tower.",😇,Complain,Dissonant
right? thank you. maybe we should be roommates.,,Thank,Plain
right? thank you. maybe we should be roommates.,🤗,Thank,Consonant
right? thank you. maybe we should be roommates.,🤥,Thank,Dissonant
i told you guys. i am a psycho.,,Inform,Plain
i told you guys. i am a psycho.,😫,Inform,Consonant
i told you guys. i am a psycho.,🙂,Inform,Dissonant
i told you guys. i am a psycho.,💡,Inform,Social
"oh, yeah, you got to let craymie out more often.",,Advise,Plain
"oh, yeah, you got to let craymie out more often.",😡,Advise,Consonant
"oh, yeah, you got to let craymie out more often.",😅,Advise,Dissonant
"oh, yeah, you got to let craymie out more often.",🧠,Advise,Social
"i'm gonna crash elsewhere tonight, so...",,Inform,Plain
"i'm gonna crash elsewhere tonight, so...",🤬,Inform,Consonant
"i'm gonna crash elsewhere tonight, so...",🧘,Inform,Dissonant
"i'm gonna crash elsewhere tonight, so...",ℹ️,Inform,Social
"okay, thanks.",,Thank,Plain
"okay, thanks.",💐,Thank,Consonant
"okay, thanks.",😬,Thank,Dissonant
"i'll just--i'll just drop a pin and text it to you, then.",,Plan,Plain
"i'll just--i'll just drop a pin and text it to you, then.",😿,Plan,Consonant
"i'll just--i'll just drop a pin and text it to you, then.",😊,Plan,Dissonant
okay.,,Agree,Plain
okay.,💯,Agree,Consonant
okay.,😑,Agree,Dissonant
"well, i think i finally figured out these christmas lights.",,Inform,Plain
"well, i think i finally figured out these christmas lights.",🥰,Inform,Consonant
"well, i think i finally figured out these christmas lights.",😑,Inform,Dissonant
"well, i think i finally figured out these christmas lights.",📝,Inform,Social
yeah. super lame.,,Agree,Plain
yeah. super lame.,😤,Agree,Consonant
yeah. super lame.,🍵,Agree,Dissonant
"uh, there's been an unfortunate incident we need to discuss.",,Inform,Plain
"uh, there's been an unfortunate incident we need to discuss.",😣,Inform,Consonant
"uh, there's been an unfortunate incident we need to discuss.",😊,Inform,Dissonant
"uh, there's been an unfortunate incident we need to discuss.",📎,Inform,Social
"oh, wait, hold up. what are we working with here?",,Doubt,Plain
"oh, wait, hold up. what are we working with here?",🤦,Doubt,Consonant
"oh, wait, hold up. what are we working with here?",😊,Doubt,Dissonant
is that a-a snake or a lightning bolt?,,Confirm,Plain
is that a-a snake or a lightning bolt?,🤬,Confirm,Consonant
is that a-a snake or a lightning bolt?,👋,Confirm,Dissonant
is that a-a snake or a lightning bolt?,🫡,Confirm,Social
this is not what i'm here-it's a guitar.,,Explain,Plain
this is not what i'm here-it's a guitar.,🥺,Explain,Consonant
this is not what i'm here-it's a guitar.,😅,Explain,Dissonant
an electric guitar.,,Introduce,Plain
an electric guitar.,🤗,Introduce,Consonant
an electric guitar.,🌚,Introduce,Dissonant
an electric guitar.,🐣,Introduce,Social
"anyway, roger from the café, as most of you may have heard, has been let go, uh, for releasing a facebook video in which he was behaving in a manner that cloud 9 does not condone.",,Inform,Plain
"anyway, roger from the café, as most of you may have heard, has been let go, uh, for releasing a facebook video in which he was behaving in a manner that cloud 9 does not condone.",😣,Inform,Consonant
"anyway, roger from the café, as most of you may have heard, has been let go, uh, for releasing a facebook video in which he was behaving in a manner that cloud 9 does not condone.",🤷,Inform,Dissonant
"anyway, roger from the café, as most of you may have heard, has been let go, uh, for releasing a facebook video in which he was behaving in a manner that cloud 9 does not condone.",📢,Inform,Social
it's so gross! especially in the kitchen.,,Criticize,Plain
it's so gross! especially in the kitchen.,👎,Criticize,Consonant
it's so gross! especially in the kitchen.,😇,Criticize,Dissonant
it's so gross! especially in the kitchen.,🥀,Criticize,Social
"if you think about it, it's not that gross.",,Oppose,Plain
"if you think about it, it's not that gross.",🥰,Oppose,Consonant
"if you think about it, it's not that gross.",😐,Oppose,Dissonant
fart air has billions of fecal particles in it.,,Introduce,Plain
fart air has billions of fecal particles in it.,🤕,Introduce,Consonant
fart air has billions of fecal particles in it.,🍵,Introduce,Dissonant
fart air has billions of fecal particles in it.,👋,Introduce,Social
"i mean, that's what causes the smell--feces in your nose.",,Explain,Plain
"i mean, that's what causes the smell--feces in your nose.",😤,Explain,Consonant
"i mean, that's what causes the smell--feces in your nose.",💅,Explain,Dissonant
we don't need to do that. that's--i think the lesson here is be careful what you post on social media.,,Inform,Plain
we don't need to do that. that's--i think the lesson here is be careful what you post on social media.,😭,Inform,Consonant
we don't need to do that. that's--i think the lesson here is be careful what you post on social media.,🤠,Inform,Dissonant
we don't need to do that. that's--i think the lesson here is be careful what you post on social media.,📡,Inform,Social
"um, shouldn't the lesson be: don't fart in cups?",,Doubt,Plain
"um, shouldn't the lesson be: don't fart in cups?",😫,Doubt,Consonant
"um, shouldn't the lesson be: don't fart in cups?",🐒,Doubt,Dissonant
because i do a lot of instagram videos and they can be pretty edgy.,,Explain,Plain
because i do a lot of instagram videos and they can be pretty edgy.,💪,Explain,Consonant
because i do a lot of instagram videos and they can be pretty edgy.,😏,Explain,Dissonant
i'm gonna take a look make sure everything's above board.,,Plan,Plain
i'm gonna take a look make sure everything's above board.,😊,Plan,Consonant
i'm gonna take a look make sure everything's above board.,💀,Plan,Dissonant
everybody here can self-police.,,Inform,Plain
everybody here can self-police.,🥀,Inform,Consonant
everybody here can self-police.,💅,Inform,Dissonant
everybody here can self-police.,🔔,Inform,Social
"uh, why self-police when you can have actual police?",,Doubt,Plain
"uh, why self-police when you can have actual police?",😡,Doubt,Consonant
"uh, why self-police when you can have actual police?",🍵,Doubt,Dissonant
"wait, these cups?",,Confirm,Plain
"wait, these cups?",👎,Confirm,Consonant
"wait, these cups?",🦄,Confirm,Dissonant
"wait, these cups?",🤙,Confirm,Social
"hey, guys. it's your girl, kelly.",,Introduce,Plain
"hey, guys. it's your girl, kelly.",😂,Introduce,Consonant
"hey, guys. it's your girl, kelly.",🤥,Introduce,Dissonant
"hey, guys. it's your girl, kelly.",🎫,Introduce,Social
kelly's instagram videos. they're adorable.,,Praise,Plain
kelly's instagram videos. they're adorable.,💯,Praise,Consonant
kelly's instagram videos. they're adorable.,🥱,Praise,Dissonant
kelly's instagram videos. they're adorable.,👏,Praise,Social
too funny.,,Praise,Plain
too funny.,🥰,Praise,Consonant
too funny.,🙃,Praise,Dissonant
too funny.,🥂,Praise,Social
"okay, is the joke that it's so boring, or...",,Confirm,Plain
"okay, is the joke that it's so boring, or...",🤬,Confirm,Consonant
"okay, is the joke that it's so boring, or...",😅,Confirm,Dissonant
"okay, is the joke that it's so boring, or...",🫡,Confirm,Social
"oh, did you guys see the one with the orange?",,Confirm,Plain
"oh, did you guys see the one with the orange?",👏,Confirm,Consonant
"oh, did you guys see the one with the orange?",💀,Confirm,Dissonant
"oh, did you guys see the one with the orange?",🤛,Confirm,Social
"it's your girl, kelly.",,Introduce,Plain
"it's your girl, kelly.",✨,Introduce,Consonant
"it's your girl, kelly.",🙃,Introduce,Dissonant
"it's your girl, kelly.",🤝,Introduce,Social
i don't understand this.,,Ask for help,Plain
i don't understand this.,😢,Ask for help,Consonant
i don't understand this.,🤪,Ask for help,Dissonant
i don't understand this.,🤝,Ask for help,Social
"a huge number of these things bounced back, and that makes me worried that it's either russian hackers...",,Complain,Plain
"a huge number of these things bounced back, and that makes me worried that it's either russian hackers...",🥺,Complain,Consonant
"a huge number of these things bounced back, and that makes me worried that it's either russian hackers...",🦄,Complain,Dissonant
an employee's inventing fake customers.,,Criticize,Plain
an employee's inventing fake customers.,🤦,Criticize,Consonant
an employee's inventing fake customers.,😇,Criticize,Dissonant
an employee's inventing fake customers.,😒,Criticize,Social
"well, because you get a dollar for every rewards card that you sign up.",,Explain,Plain
"well, because you get a dollar for every rewards card that you sign up.",🥰,Explain,Consonant
"well, because you get a dollar for every rewards card that you sign up.",🤥,Explain,Dissonant
you get a dollar per blue card?,,Confirm,Plain
you get a dollar per blue card?,💔,Confirm,Consonant
you get a dollar per blue card?,😇,Confirm,Dissonant
you get a dollar per blue card?,🤝,Confirm,Social
almost all of these customers were signed up by the same employee.,,Emphasize,Plain
almost all of these customers were signed up by the same employee.,🤬,Emphasize,Consonant
almost all of these customers were signed up by the same employee.,😅,Emphasize,Dissonant
"i mean, i...can't remember every single one.",,Explain,Plain
"i mean, i...can't remember every single one.",😞,Explain,Consonant
"i mean, i...can't remember every single one.",👋,Explain,Dissonant
it's just that i noticed they seem to have really unusual names.,,Emphasize,Plain
it's just that i noticed they seem to have really unusual names.,🔥,Emphasize,Consonant
it's just that i noticed they seem to have really unusual names.,😐,Emphasize,Dissonant
"oh, martin! uh, yeah.",,Agree,Plain
"oh, martin! uh, yeah.",🥰,Agree,Consonant
"oh, martin! uh, yeah.",💀,Agree,Dissonant
"uh, good guy. nice family.",,Praise,Plain
"uh, good guy. nice family.",🤗,Praise,Consonant
"uh, good guy. nice family.",💀,Praise,Dissonant
"uh, good guy. nice family.",🔥,Praise,Social
"but another one is-a-and i'm not accusing you of this, but maybe...",,Emphasize,Plain
"but another one is-a-and i'm not accusing you of this, but maybe...",🤐,Emphasize,Consonant
"but another one is-a-and i'm not accusing you of this, but maybe...",💅,Emphasize,Dissonant
you made him up?,,Doubt,Plain
you made him up?,😊,Doubt,Consonant
you made him up?,🤐,Doubt,Dissonant
i need your help before we have another scandal.,,Ask for help,Plain
i need your help before we have another scandal.,😢,Ask for help,Consonant
i need your help before we have another scandal.,🧘,Ask for help,Dissonant
i need your help before we have another scandal.,🤝,Ask for help,Social
i feel like that lady from  scandal.  is her name scandal?,,Confirm,Plain
i feel like that lady from  scandal.  is her name scandal?,📉,Confirm,Consonant
i feel like that lady from  scandal.  is her name scandal?,🍵,Confirm,Dissonant
i feel like that lady from  scandal.  is her name scandal?,✅,Confirm,Social
"um, can't you just do it yourself?",,Doubt,Plain
"um, can't you just do it yourself?",🥀,Doubt,Consonant
"um, can't you just do it yourself?",🙂,Doubt,Dissonant
"besides, it'll be fun.",,Praise,Plain
"besides, it'll be fun.",😊,Praise,Consonant
"besides, it'll be fun.",😏,Praise,Dissonant
"besides, it'll be fun.",👏,Praise,Social
couple of gals clickin' and a-clackin' around the net.,,Taunt,Plain
couple of gals clickin' and a-clackin' around the net.,👎,Taunt,Consonant
couple of gals clickin' and a-clackin' around the net.,🧘,Taunt,Dissonant
couple of gals clickin' and a-clackin' around the net.,👏,Taunt,Social
"are you asking me, or telling me i have to?",,Confirm,Plain
"are you asking me, or telling me i have to?",🤐,Confirm,Consonant
"are you asking me, or telling me i have to?",😊,Confirm,Dissonant
"are you asking me, or telling me i have to?",🤘,Confirm,Social
"hey, guys. it's your girl, kelly.",,Introduce,Plain
"hey, guys. it's your girl, kelly.",🌈,Introduce,Consonant
"hey, guys. it's your girl, kelly.",🌚,Introduce,Dissonant
"hey, guys. it's your girl, kelly.",🤝,Introduce,Social
"well, this one has a really bad wheel.",,Complain,Plain
"well, this one has a really bad wheel.",🥀,Complain,Consonant
"well, this one has a really bad wheel.",💫,Complain,Dissonant
"oh, look! it's a two-for-one sale!",,Introduce,Plain
"oh, look! it's a two-for-one sale!",👍,Introduce,Consonant
"oh, look! it's a two-for-one sale!",🤐,Introduce,Dissonant
"oh, look! it's a two-for-one sale!",🙋,Introduce,Social
"all right, that is bad.",,Complain,Plain
"all right, that is bad.",🤐,Complain,Consonant
"all right, that is bad.",💅,Complain,Dissonant
can you please not watch me?,,Prevent,Plain
can you please not watch me?,🥺,Prevent,Consonant
can you please not watch me?,🤪,Prevent,Dissonant
it's riveting.,,Praise,Plain
it's riveting.,💐,Praise,Consonant
it's riveting.,🥱,Praise,Dissonant
it's riveting.,🙌,Praise,Social
hi! it's cloud 9 amy!,,Greet,Plain
hi! it's cloud 9 amy!,❤️,Greet,Consonant
hi! it's cloud 9 amy!,🌚,Greet,Dissonant
"oh, hey, glenn!",,Greet,Plain
"oh, hey, glenn!",💯,Greet,Consonant
"oh, hey, glenn!",🥱,Greet,Dissonant
"it was really bugging me that martin nestle lied about his email address, so i did some digging and i found his actual email on his company website.",,Inform,Plain
"it was really bugging me that martin nestle lied about his email address, so i did some digging and i found his actual email on his company website.",🤕,Inform,Consonant
"it was really bugging me that martin nestle lied about his email address, so i did some digging and i found his actual email on his company website.",😅,Inform,Dissonant
"it was really bugging me that martin nestle lied about his email address, so i did some digging and i found his actual email on his company website.",ℹ️,Inform,Social
"there he is. martin nestle, ceo.",,Introduce,Plain
"there he is. martin nestle, ceo.",👍,Introduce,Consonant
"there he is. martin nestle, ceo.",🙄,Introduce,Dissonant
"there he is. martin nestle, ceo.",✨,Introduce,Social
"hey, let's see if they have a page for buying a boogie board on there, huh?",,Advise,Plain
"hey, let's see if they have a page for buying a boogie board on there, huh?",😢,Advise,Consonant
"hey, let's see if they have a page for buying a boogie board on there, huh?",🤷,Advise,Dissonant
"hey, let's see if they have a page for buying a boogie board on there, huh?",💡,Advise,Social
"click on the  about,  where it tells you the story of how the company started.",,Advise,Plain
"click on the  about,  where it tells you the story of how the company started.",😎,Advise,Consonant
"click on the  about,  where it tells you the story of how the company started.",🙄,Advise,Dissonant
"click on the  about,  where it tells you the story of how the company started.",💡,Advise,Social
cool. then i guess we can stop?,,Advise,Plain
cool. then i guess we can stop?,😣,Advise,Consonant
cool. then i guess we can stop?,🤷,Advise,Dissonant
cool. then i guess we can stop?,☝️,Advise,Social
elias went on a date with two women?,,Confirm,Plain
elias went on a date with two women?,😣,Confirm,Consonant
elias went on a date with two women?,😇,Confirm,Dissonant
elias went on a date with two women?,👌,Confirm,Social
"mm, yeah. i don't think so.",,Oppose,Plain
"mm, yeah. i don't think so.",😠,Oppose,Consonant
"mm, yeah. i don't think so.",😘,Oppose,Dissonant
is that like when three hideous people get together?,,Confirm,Plain
is that like when three hideous people get together?,🥀,Confirm,Consonant
is that like when three hideous people get together?,🤠,Confirm,Dissonant
is that like when three hideous people get together?,🤝,Confirm,Social
"did you know marcus has a podcast called  celebrities i would bone,  and in every episode he just lists celebrities he would bone.",,Confirm,Plain
"did you know marcus has a podcast called  celebrities i would bone,  and in every episode he just lists celebrities he would bone.",😡,Confirm,Consonant
"did you know marcus has a podcast called  celebrities i would bone,  and in every episode he just lists celebrities he would bone.",🧘,Confirm,Dissonant
"did you know marcus has a podcast called  celebrities i would bone,  and in every episode he just lists celebrities he would bone.",👌,Confirm,Social
remember anna who had to leave to take care of her sick mom?,,Confirm,Plain
remember anna who had to leave to take care of her sick mom?,😩,Confirm,Consonant
remember anna who had to leave to take care of her sick mom?,🦄,Confirm,Dissonant
remember anna who had to leave to take care of her sick mom?,👌,Confirm,Social
"well, turns out her sick mom is also a boob surgeon!",,Inform,Plain
"well, turns out her sick mom is also a boob surgeon!",🥺,Inform,Consonant
"well, turns out her sick mom is also a boob surgeon!",🍵,Inform,Dissonant
"well, turns out her sick mom is also a boob surgeon!",📣,Inform,Social
she's gonna have back problems. waste of money.,,Taunt,Plain
she's gonna have back problems. waste of money.,😣,Taunt,Consonant
she's gonna have back problems. waste of money.,👋,Taunt,Dissonant
she's gonna have back problems. waste of money.,🍼,Taunt,Social
i'll just sit here and eat my lunch with you.,,Plan,Plain
