source_id,split,text,emoji,label,intent_label,dissonance_label
train:212:4,train,how about the one who always comes in to buy his protein powder?,❓,Low,Asking for opinions,Low
train:212:5,train,"cheyenne, back me up here.",🚨,Low,Ask for help,Low
train:212:6,train,"i mean, i am way out of castor's league, right?",👌,Low,Confirm,Low
train:212:8,train,castor seems good.,🌟,Low,Praise,Low
train:219:2,train,"all right, i'll see you later.",🚪,Low,Leave,Low
train:219:3,train,"no, wh-wh-wh-wh-whoa.",🛑,Medium,Prevent,Medium
train:219:4,train,you can't go home until this is cleaned up.,⏰,Low,Arrange,Low
train:219:5,train,"well, it's gotta get done, mr. acting assistant manager.",⏰,Low,Arrange,Low
train:219:6,train,"oh, why are these pants moist?",😮‍💨,High,Complain,High
train:220:0,train,let's just go for it.,🧠,Low,Advise,Low
train:220:3,train,i'll come back later.,👋,Low,Leave,Low
train:221:1,train,"i'm just kidding, you don't have an office.",🤡,High,Taunt,High
train:221:5,train,they're all idiots.,😑,High,Criticize,High
train:221:7,train,"look, i know everyone here is trying to hook you up with a bunch of randos, but you should hold out for a good one.",🧠,Low,Advise,Low
train:221:8,train,"well, that-but, um, thank you.",💛,Low,Thank,Low
train:221:9,train,"well, listen, i don't know if you feel like a drink, but i know a great little spot.",📩,Low,Invite,Low
train:223:0,train,hi.,👋,Low,Greet,Low
train:223:1,train,hi.,✨,Low,Greet,Low
train:223:2,train,"okay, bye.",👋,Low,Leave,Low
train:223:5,train,"cool, um, i threw up in my driveway.",🙄,High,Complain,High
train:223:8,train,"yeah, sorry i forgot my credit card.",😔,Low,Apologise,Low
train:223:9,train,"yeah, uh, but i think it would be great if we kept it between us.",☝️,Low,Advise,Low
train:223:11,train,okay.,🤝,Low,Acknowledge,Low
train:223:12,train,"adios, consuela.",🏃,Low,Leave,Low
train:225:0,train,"so, this is my cousin, nestor.",📛,Low,Introduce,Low
train:225:1,train,"he is studying to be a receptionist, and he sleeps on the top bunk.",👋,Low,Introduce,Low
train:225:2,train,"yeah, eventually you're gonna have to put yourself back out there.",💡,Low,Advise,Low
train:225:7,train,"so, maybe do the math on that.",🚪,Low,Leave,Low
train:226:0,train,"so, i was thinking that maybe we could head up the delta sky lounge, drop some miles at the bar, see where it goes.",🍽️,Low,Invite,Low
train:226:2,train,maybe we should just keep last night as a one-time thing.,☝️,Low,Advise,Low
train:226:3,train,oh.,✅,Low,Acknowledge,Low
train:226:5,train,"okay, so, i was just some kind of trophy for you to wave around to your friends?",🤔,High,Criticize,High
train:226:6,train,"tate, can we please just not make a scene?",🚫,Medium,Prevent,Medium
train:226:8,train,look who banged the pharmacist. yeah.,😏,High,Taunt,High
train:226:10,train,"okay, um, could we just, you know, this is a very public space.",⚠️,Medium,Prevent,Medium
train:226:12,train,"um, that's not a thing.",👎,High,Oppose,High
train:226:14,train,"oh, so you're just tossing that cat around, but nestor can't get a turn.",🙄,High,Taunt,High
train:226:15,train,"i'm not tossing anything around, and i don't want to be dating anyone anywhere.",🙅,High,Oppose,High
train:226:19,train,someone's thirsty.,😏,High,Taunt,High
train:226:25,train,maybe you need to take a little break from dating and get tested.,💡,Low,Advise,Low
train:226:26,train,"yeah, turn me on, use me up, and chuck me back in the drawer.",🙄,High,Taunt,High
train:226:27,train,i just want the tide.,🥺,Low,Ask for help,Low
train:227:0,train,"hey, garrett.",👋,Low,Greet,Low
train:227:2,train,"no, if i let you leave early, then i have to take somebody off register, to cover your section.",🚫,Low,Refuse,Low
train:227:5,train,you be the assistant manager.,🗓️,Low,Arrange,Low
train:228:0,train,cloud 9's new bath towels are extra fluffy and made from recycled other towels.,ℹ️,Low,Inform,Low
train:228:1,train,"and here to talk to us about them is famous actor, al pacino.",📢,Low,Inform,Low
train:228:2,train,"how's hollywood, al?",🤔,Low,Asking for opinions,Low
train:228:3,train,"oh, uh, these towels are great.",🌟,Low,Praise,Low
train:228:5,train,"oh, okay.",✅,Low,Acknowledge,Low
train:228:8,train,these towels are 40% off.,📢,Low,Inform,Low
train:229:0,train,"it's like a potent blend of bo, pizza rolls, and misogyny.",🤡,High,Taunt,High
train:229:1,train,"hey, dina, so i know that employees aren't supposed to set aside merch, but i was just wondering if maybe you'd want to make an exception for your best friend?",🚨,Low,Ask for help,Low
train:229:2,train,my old best friend is currently in prison for cheating on her taxes.,📝,Low,Inform,Low
train:229:3,train,"i can't, i can't.",🙅,Low,Refuse,Low
train:229:4,train,they're going to sell out before my shift is over.,😮‍💨,High,Complain,High
train:229:5,train,i guess i'll just wait until we get another restock.,🙄,High,Complain,High
train:229:6,train,"oh, but you shouldn't have to.",⛔,High,Oppose,High
train:229:8,train,"okay, you're right, i do deserve this.",😤,High,Complain,High
train:229:9,train,"yes, you...do.",🤝,Low,Agree,Low
train:229:10,train,"oh, yep, urine.",👋,Low,Leave,Low
train:232:0,train,come on.,😮‍💨,High,Complain,High
train:232:2,train,we crawl through the tunnel and then we jimmy the door--,☝️,Low,Advise,Low
train:232:3,train,"oh. cool, all right.",🌟,Low,Praise,Low
train:232:4,train,"yeah, it's going to be the adventure of a lifetime.",🏃,Low,Leave,Low
train:233:0,train,"what i'm trying to do right now is find a hollow spot, okay?",📝,Low,Inform,Low
train:233:2,train,oh.,🤝,Low,Acknowledge,Low
train:233:3,train,i'm just guessing.,📖,Low,Explain,Low
train:233:5,train,i confused the title block and the revision block.,💡,Low,Explain,Low
train:233:6,train,"totally, yeah, that happens all the time.",✅,Low,Agree,Low
train:234:1,train,"i'm sorry, glenn, i don't know.",🙏,Low,Apologise,Low
train:234:2,train,but i am done being a doormat.,😮‍💨,High,Complain,High
train:234:5,train,"okay, i guess!",🤝,Low,Agree,Low
train:234:6,train,that's the spirit!,🌟,Low,Praise,Low
train:235:0,train,no problem.,👍,Low,Agree,Low
train:235:1,train,"he's been nominated for like, five dice awards.",🤝,Low,Introduce,Low
train:235:2,train,that's like if you met j. lo.,📛,Low,Introduce,Low
train:235:3,train,"i mean, i do, she's flawless. but expand your mind.",💬,Low,Explain,Low
train:235:5,train,tell me everything he said.,⏰,Low,Arrange,Low
train:235:6,train,"fine, ugh.",👍,Low,Agree,Low
train:235:7,train,"so, apparently, he doesn't think his taurus has enough power.",📝,Low,Inform,Low
train:235:8,train,"hi, ma'am.",😊,Low,Greet,Low
train:237:2,train,"well, this is weird. according to the blueprints, there should be a ladder, like, right here.",🤝,Low,Introduce,Low
train:237:3,train,"oh, yes, right there.",👋,Low,Introduce,Low
train:239:0,train,one of the gamers is trying to teach alexa racial slurs.,ℹ️,Low,Inform,Low
train:239:1,train,"um, i'm--i'm right here.",ℹ️,Low,Inform,Low
train:239:3,train,"yeah, i don't see you.",👍,Low,Agree,Low
train:239:4,train,"just, um, turn left.",📅,Low,Arrange,Low
train:239:6,train,there's a customer who's trying to get my attention.,💡,Low,Explain,Low
train:239:7,train,i--i need a lawnmower.,🥺,Low,Ask for help,Low
train:241:0,train,i just want everyone to know that i do not agree with this guy.,⛔,High,Oppose,High
train:241:1,train,"we allow breastfeeding, so why are they protesting?",🤔,Medium,Doubt,Medium
train:241:2,train,"no one knows. yeah, women are crazy.",🙄,High,Complain,High
train:241:3,train,"no one knows, so why don't we just move on?",💡,Low,Advise,Low
train:241:4,train,"okay, these are all good points, but i think that maybe we need a woman's perspective.",📢,Low,Inform,Low
train:241:5,train,why do they have to do it in public?,🤨,Medium,Doubt,Medium
train:241:6,train,"no, never gonna happen.",⛔,High,Oppose,High
train:241:7,train,"if breast milk is so healthy, why aren't we all drinking it all the time?",🤨,Medium,Doubt,Medium
train:241:8,train,"hold on, business idea.",🛑,Medium,Prevent,Medium
train:241:9,train,"oh, boy.",🙄,High,Taunt,High
train:241:10,train,"i think what garrett's trying to say is that, if we ate human women, then we could drink their milk.",📖,Low,Explain,Low
train:241:11,train,"i want everybody to know, i am not with this guy.",📢,Low,Inform,Low
train:242:4,train,shut up.,🚫,Medium,Prevent,Medium
train:242:6,train,i don't.,👎,High,Oppose,High
train:242:7,train,"oh, i used to love these when i was a kid, before everything had to be so damn healthy.",🤝,Low,Introduce,Low
train:242:9,train,"mmmm, oh, my god, it's so good!",👏,Low,Praise,Low
train:245:0,train,there it is.,👋,Low,Introduce,Low
train:245:3,train,hi.,✨,Low,Greet,Low
train:245:4,train,"uh, i read the blueprints wrong.",📖,Low,Explain,Low
train:245:5,train,excuse us.,🥺,Low,Apologise,Low
train:245:6,train,sorry.,🥺,Low,Apologise,Low
train:245:7,train,"hey, jill.",✨,Low,Greet,Low
train:245:8,train,hey.,😊,Low,Greet,Low
train:248:0,train,"it's fine, i made too big a deal out of it.",🥹,Low,Comfort,Low
train:248:1,train,"oh, okay, then i guess you won't want this.",👋,Low,Introduce,Low
train:248:3,train,"jonah, thank you!",💛,Low,Thank,Low
train:248:7,train,let's do it tomorrow. play the game.,🎉,Low,Invite,Low
train:248:8,train,thank you.,💛,Low,Thank,Low
train:248:9,train,i can still smell them.,🙄,High,Complain,High
train:248:10,train,"hey, rodriguez, pay attention, i'm talking.",📝,Low,Inform,Low
train:248:11,train,"what, have you got a crush on jonah or something?",🧡,Low,Care,Low
train:248:12,train,"yeah, i think i do.",✅,Low,Agree,Low
train:249:0,train,"i don't think that's true. it is. it is, amy.",👎,High,Oppose,High
train:249:1,train,it's in a powerpoint.,📛,Low,Introduce,Low
train:249:2,train,"now, we all know the standard cheeses.",📢,Low,Inform,Low
train:249:3,train,"american cheese, cheddar cheese, pizza cheese.",📛,Low,Introduce,Low
train:249:4,train,you're throwing me off.,🤣,Low,Joke,Low
train:249:5,train,human cheese!,👋,Low,Introduce,Low
train:249:6,train,"oh, my god, is that what this is?",🤔,Medium,Doubt,Medium
train:249:7,train,i've had five samples already.,😤,High,Complain,High
train:249:8,train,"no, no, this is just cut-up string cheese.",🙅,High,Oppose,High
train:249:9,train,so who's ready to invest in the breast?,🍽️,Low,Invite,Low
train:249:10,train,it'll be udder-ly amazing!,👏,Low,Praise,Low
train:249:11,train,dried milk.,📛,Low,Introduce,Low
train:250:0,train,"kelly, kelly, kelly.",✨,Low,Greet,Low
train:250:1,train,"sorry, i'm working as fast as i can.",🙏,Low,Apologise,Low
train:250:2,train,"hey, girl.",👋,Low,Greet,Low
train:250:3,train,"yep, just, um, came on over to hang out with my friend.",💬,Low,Explain,Low
train:250:4,train,"i mean, sorry, it's just sometimes it seems like you don't like me.",🥺,Low,Apologise,Low
train:250:5,train,"oh, my god, kel, you know i'm, like, the joker of the store.",💬,Low,Explain,Low
train:250:6,train,"it's just gloss, and i only wear a little bit of it.",💬,Low,Explain,Low
train:250:7,train,"no, because i joke around with everyone, especially my friends.",💡,Low,Explain,Low
train:250:8,train,"yes, of course.",👍,Low,Agree,Low
train:250:9,train,you cutie.,👏,Low,Praise,Low
train:250:11,train,"well, it was probably just a faulty anchor.",💛,Low,Comfort,Low
train:251:0,train,"guys, i'm telling you, the human mammary dairy market is about to explode.",📢,Low,Inform,Low
train:251:1,train,no.,👎,High,Oppose,High
train:251:2,train,who's ready to join the boob cheese revolution?,🎉,Low,Invite,Low
train:251:3,train,"uh, sorry, i was distracted.",😔,Low,Apologise,Low
train:251:4,train,"that guy has a real gay dothraki vibe going, and #intoit.",🙄,High,Taunt,High
train:251:5,train,do it. do it. do it. do it.,📩,Low,Invite,Low
train:252:0,train,i'm gonna get in so much trouble.,🙄,High,Complain,High
train:252:1,train,"i was just rushing, and i forgot to anchor the bolt.",💬,Low,Explain,Low
train:252:2,train,"yes, i did.",🤝,Low,Agree,Low
train:252:3,train,"i really, really didn't think that one through.",😔,Low,Apologise,Low
train:252:5,train,yes.,✅,Low,Agree,Low
train:252:6,train,thank you so much.,👍,Low,Thank,Low
train:252:8,train,"it's totally fine. i got you, girl.",🥹,Low,Comfort,Low
train:252:9,train,"it's all good, friend. aw.",🥹,Low,Comfort,Low
train:252:10,train,"and plus, no one got hurt, so no biggie.",💛,Low,Comfort,Low
train:253:0,train,"look, i was trying to show her that we're friends.",📖,Low,Explain,Low
train:253:1,train,"oh, this is about the jonah crush.",😏,High,Taunt,High
train:253:2,train,"okay, that's enough. look, can you please just not tell anyone?",🙋,Low,Ask for help,Low
train:253:5,train,what--what--what-what are you doing?,🫒,Low,Care,Low
train:253:6,train,i'm trying to work up enough saliva so that we can do a spit handshake.,📖,Low,Explain,Low
train:253:7,train,"oh, don't worry about it.",💛,Low,Comfort,Low
train:253:8,train,"no, dina, really, i'm good. i trust you.",👋,Low,Leave,Low
train:253:9,train,"well, now i'm like a sprinkler.",🤣,Low,Joke,Low
train:254:0,train,does it hurt when you rotate it?,🛡️,Low,Care,Low
train:254:1,train,of course it does.,🤝,Low,Agree,Low
train:254:2,train,i got assaulted by a giant pot of gold.,😤,High,Complain,High
train:254:3,train,you could have already launched boob cheese.,🙄,High,Taunt,High
train:254:4,train,"i mean, i'm not a very good negotiator.",📖,Low,Explain,Low
train:254:5,train,i just always want people to like me.,💡,Low,Explain,Low
train:254:8,train,"actually, that's not a bad idea.",👍,Low,Agree,Low
train:254:9,train,"i mean, you are relentless and annoying.",🤡,High,Taunt,High
train:254:11,train,"it's not, but, you know, you hear what you want to hear.",⛔,High,Oppose,High
train:254:12,train,"mm-hmm, i definitely think that's a good idea.",🤝,Low,Agree,Low
train:255:0,train,i feel so bad. i didn't know mateo was gonna get hurt when you took the blame.,🙏,Low,Apologise,Low
train:255:1,train,don't worry about it. it's like i said.,💛,Low,Comfort,Low
train:255:2,train,"well, i am taking you out for drinks tonight as a thank-you.",🎉,Low,Invite,Low
train:255:3,train,"you, me, half-off margaritas. like i always say, there's nothing a little dancing on a bar can't solve.",📩,Low,Invite,Low
train:255:5,train,"i mean, that is very wise and well-observed.",💡,Low,Explain,Low
train:255:7,train,i'll just text you tonight about what i'm thinking of wearing.,👋,Low,Leave,Low
train:255:8,train,"see, she does not suspect a thing.",💸,Medium,Flaunt,Medium
train:255:9,train,all right.,✅,Low,Acknowledge,Low
train:255:10,train,clean this up for real.,📅,Low,Arrange,Low
train:257:0,train,"i'm sorry, why is jonah here?",🧡,Low,Care,Low
train:257:1,train,"oh, i'm just here to give mateo advice.",📖,Low,Explain,Low
train:257:2,train,"fine, okay. uh, for the record, i should point out that mateo and i previously had a romantic relationship, but i'm confident that we can keep everything professional.",📢,Low,Inform,Low
train:257:4,train,"okay, uh, without accepting any liability for your injury, cloud 9 would like to offer you $1,000.",ℹ️,Low,Inform,Low
train:257:6,train,"oh, we want the money, jeff.",📝,Low,Inform,Low
train:257:7,train,but we want the real money. yes.,🔥,Low,Emphasize,Low
train:257:9,train,"the offer is $1,000. take it or leave it.",ℹ️,Low,Inform,Low
train:258:0,train,"hey, amy.",✨,Low,Greet,Low
train:258:1,train,i thought i'd have sandra work with you.,⏰,Low,Arrange,Low
train:258:2,train,"oh, no, that's okay. i got this.",🚫,Low,Refuse,Low
train:258:3,train,"yeah, but wouldn't it be nice to have some company?",💡,Low,Advise,Low
train:258:4,train,"you know, someone to help you and watch over you?",💡,Low,Advise,Low
train:258:5,train,"oh, okay. i see.",🤝,Low,Acknowledge,Low
train:258:6,train,it's not that i don't trust you or that i'm worried that you'll injure someone else.,💡,Low,Explain,Low
train:258:7,train,"no, no, of course not.",🙅,High,Oppose,High
train:258:8,train,"i mean, you just said it wasn't those things, so it's probably not those things.",💬,Low,Explain,Low
train:258:9,train,right.,👍,Low,Agree,Low
train:259:1,train,they probably just want to make sure you didn't do anything illegal.,💬,Low,Explain,Low
train:259:2,train,"illegal, like being in this country illegally?",🤔,Medium,Doubt,Medium
train:259:3,train,"all right, i just got off the phone with corporate, and things are all good on their end.",📢,Low,Inform,Low
train:259:4,train,we're gonna pass.,📝,Low,Inform,Low
train:259:5,train,"i mean, no need for any of this.",💬,Low,Explain,Low
train:259:6,train,"i'm gonna go, and, um...",👋,Low,Leave,Low
train:259:7,train,sorry the deal fell through.,🥺,Low,Apologise,Low
train:259:8,train,"good sparring with you, buddy. all right.",🚪,Low,Leave,Low
train:263:0,train,it's just hard to make myself do it.,🙄,High,Complain,High
train:263:2,train,"yes, obviously that's the problem.",✅,Low,Agree,Low
train:263:4,train,that's not a bad idea.,🌟,Low,Praise,Low
train:264:0,train,"i just spoke to corporate. this one time, they're willing to go up to $1,500.",📢,Low,Inform,Low
train:264:1,train,"final offer, no exceptions.",📝,Low,Inform,Low
train:264:2,train,"unfortunately, i'm still gonna pass.",ℹ️,Low,Inform,Low
train:264:3,train,"okay, but $1,500 is as high as they're willing to go.",📝,Low,Inform,Low
train:264:4,train,i understand. the answer is still no.,ℹ️,Low,Inform,Low
train:264:5,train,"okay, okay, fine, fine.",🤝,Low,Acknowledge,Low
train:264:6,train,that's the cap.,ℹ️,Low,Inform,Low
train:264:7,train,"congratulations, you just lost out on $6,500.",🙄,High,Taunt,High
train:264:8,train,sweet dreams thinking about that.,🙄,High,Taunt,High
train:265:0,train,"i heard about you and adam, and i just wanted to say i hope everything's okay.",💛,Low,Comfort,Low
train:265:1,train,thanks for checking.,👍,Low,Thank,Low
train:265:2,train,i need a urine sample from you.,🙋,Low,Ask for help,Low
train:265:3,train,"oh, um, i'm sorry, i can just--",😔,Low,Apologise,Low
train:265:4,train,"no, dina, this isn't really the best time for this.",⚠️,Medium,Prevent,Medium
train:265:5,train,"hey, that's what happens when you keep screwing up on the job.",🤨,High,Criticize,High
train:265:6,train,we have to find out if it's due to drugs or just gross incompetence.,ℹ️,Low,Inform,Low
train:268:0,train,"sandra, your tushie needs to be closer to the ground.",ℹ️,Low,Inform,Low
train:268:1,train,"yeah, no, me and you both.",🤝,Low,Agree,Low
train:268:2,train,"elias, bend both your knees, not just the one.",📢,Low,Inform,Low
train:268:3,train,"i just feel so guilty. i mean, i almost feel like maybe i should tell glenn that i was the one that messed up the signs.",🥺,Low,Apologise,Low
train:268:5,train,"yeah, you're right, there's probably no point.",🤝,Low,Agree,Low
train:268:6,train,"oh, did i say there was no point?",🤔,Medium,Doubt,Medium
train:268:8,train,"oh, i just-i'm getting in my head, then.",💡,Low,Explain,Low
train:268:9,train,sometimes i do that thing where i act like every mistake in the world is my fault.,💡,Low,Explain,Low
train:268:11,train,how far back do we go?,🤔,Medium,Doubt,Medium
train:268:12,train,"right, yeah.",✅,Low,Acknowledge,Low
train:269:0,train,"hey, i get it. it's tough, especially when you get to your age.",💛,Low,Comfort,Low
train:269:1,train,"no, i mean i'm over taking the blame for kelly's mistake.",👎,High,Oppose,High
train:269:2,train,"well, let's tell glenn the truth and bury this chick!",💡,Low,Advise,Low
train:269:6,train,"so if anything, lying in the first place was the wrong thing to do, right?",👌,Low,Confirm,Low
train:269:7,train,"you'd already made up your mind about this before you even came in here, hadn't you?",🤝,Low,Confirm,Low
train:269:8,train,she's growing up.,👏,Low,Praise,Low
train:270:0,train,"no, uh-uh, i can't do it.",🚫,Low,Refuse,Low
train:270:1,train,i can't. i still know it's coming.,🙅,Low,Refuse,Low
train:270:7,train,"it'll never really be called off, ever.",📢,Low,Inform,Low
train:271:0,train,"i thought it was $50,000.",🤨,Medium,Doubt,Medium
train:271:1,train,doesn't matter. okay...,🥹,Low,Comfort,Low
train:271:2,train,"oh, no, no, no, no, no, you can't--you can't do that.",🛑,Medium,Prevent,Medium
train:271:3,train,that's why i couldn't transfer stores.,📖,Low,Explain,Low
train:271:4,train,that's why i can't take the money.,💬,Low,Explain,Low
train:271:5,train,and that's why i couldn't go on a carnival cruise with your family.,📖,Low,Explain,Low
train:274:1,train,"for all i know, he's reported me by now.",🙄,High,Complain,High
train:274:2,train,"i'm sure he didn't. if he did, then, you know, a bunch of guys in uniform would've busted in here by now all like,  everyone, down on the ground!",🫐,Low,Comfort,Low
train:274:4,train,"and then, you'd probably get sent to guantanamo.",🚨,Medium,Warn,Medium
train:275:0,train,you know i have the power to fire you.,⚠️,Medium,Warn,Medium
train:275:1,train,i'm just so annoyed with everybody and this stupid video.,😮‍💨,High,Complain,High
train:275:7,train,"hey, corey, you stole my condom joke.",😤,High,Complain,High
train:276:0,train,"one of you has committed a serious malfeasance, and i'm not talking about amy's adultery.",📝,Low,Inform,Low
train:276:1,train,heck yeah it is.,👌,Low,Acknowledge,Low
train:276:2,train,what i'm talking about is something else.,📝,Low,Inform,Low
train:276:3,train,"however, we're giving that person one chance.",📢,Low,Inform,Low
train:276:4,train,"you come forward today, admit what you did, and we will forget everything.",📝,Low,Inform,Low
train:276:6,train,that's why anyone who comes to us today and admits to doing something wrong will be granted full amnesty.,💬,Low,Explain,Low
train:276:7,train,"no, i promise, you will not be punished, i swear on the-on the grave of my father.",ℹ️,Low,Inform,Low
train:276:8,train,i swear on my birds.,📝,Low,Inform,Low
train:277:6,train,"oh... like, we could wear hats.",💡,Low,Advise,Low
train:277:8,train,"okay, um... how 'bout we steal a boat?",🧠,Low,Advise,Low
train:277:9,train,"well, we don't sell boats, but i like that you're thinking bigger.",👏,Low,Praise,Low
train:277:10,train,right.,✅,Low,Acknowledge,Low
train:279:0,train,"it's all cryptocurrency now, ya dino.",🙄,High,Taunt,High
train:279:1,train,can someone please open a register?,🚨,Low,Ask for help,Low
train:279:2,train,i have kind of a shrimp emergency.,🙋,Low,Ask for help,Low
train:279:6,train,"all right, let's all take a number.",ℹ️,Low,Inform,Low
train:279:7,train,we're gonna get to everyone.,ℹ️,Low,Inform,Low
train:280:1,train,kinda tired of telling people to mind their own business.,🙄,High,Complain,High
train:280:2,train,"so, i know this may come as a surprise, but i actually got teased a lot in middle school.",💛,Low,Comfort,Low
train:280:6,train,wow. you're really the hero of that story.,🌟,Low,Praise,Low
train:280:7,train,"uh-oh, hope i'm not interrupting anything.",😂,Low,Joke,Low
train:280:8,train,"no, it's not.",⛔,High,Oppose,High
train:283:1,train,could you hit the lights on your way out?,🙋,Low,Ask for help,Low
train:283:2,train,"oh, yeah, bangin' and proud of it.",✅,Low,Acknowledge,Low
train:283:3,train,"watch out, cloud 9's about to get real hot up in here!",😜,Low,Joke,Low
train:283:5,train,"come on, you guys, you're being annoying now.",😤,High,Complain,High
train:284:0,train,thank you all for coming on such short notice.,💛,Low,Thank,Low
train:284:3,train,"uh, as you all know, from time to time, we have a guest speaker...",📢,Low,Inform,Low
train:284:5,train,so...i would like to introduce you to pastor craig.,📛,Low,Introduce,Low
train:284:7,train,pastor craig? mm.,👌,Low,Confirm,Low
train:284:10,train,stop it!,⚠️,Medium,Prevent,Medium
train:284:14,train,and i don't care what you've done.,📝,Low,Inform,Low
train:284:15,train,"god hates the sin, but he loves the sinner.",📢,Low,Inform,Low
train:284:18,train,all right.,✅,Low,Acknowledge,Low
train:284:19,train,"now, sandra, it--it says here that you wanna kill a coworker named carol.",🤝,Low,Confirm,Low
train:284:22,train,what do you do when that feeling comes over you?,🤔,Low,Asking for opinions,Low
train:284:27,train,"all right, everybody blow it out.",🗓️,Low,Arrange,Low
train:284:28,train,blow out the sin!,ℹ️,Low,Inform,Low
train:284:29,train,blow it on out. blow it on out.,📅,Low,Arrange,Low
train:284:31,train,i think it just got a little lighter in here.,ℹ️,Low,Inform,Low
train:284:34,train,"so, keep breathing, blow out those sins, and forgive yourself.",⏰,Low,Arrange,Low
train:284:35,train,"yes, thank you. i need a tire gauge.",🙏,Low,Thank,Low
train:284:38,train,there was no fireable offense.,📝,Low,Inform,Low
train:284:39,train,"actually, we christians believe that all people are sinners.",📢,Low,Inform,Low
train:284:41,train,"so, wait, jeff didn't say anything?",🤨,Medium,Doubt,Medium
train:284:47,train,"glenn, it wasn't an affair, it was one kiss, and it happened because we thought we were about to die.",💡,Low,Explain,Low
train:284:49,train,weren't you praying to allah the whole time?,🤔,Medium,Doubt,Medium
train:284:53,train,"well, i'm sorry, i don't know you guys that well.",😔,Low,Apologise,Low
train:284:58,train,okay.,👌,Low,Acknowledge,Low
train:284:59,train,"all right, guys, enough is enough.",🚫,Medium,Prevent,Medium
train:284:63,train,so...stop.,🛑,Medium,Prevent,Medium
train:284:68,train,"yeah, no, i--i-i know your name, obviously.",❗,Low,Emphasize,Low
train:285:0,train,"oh, hey, ame.",👋,Low,Greet,Low
train:285:2,train,yep. how are you doing with everything?,🛡️,Low,Care,Low
train:285:5,train,"yep, gonna go find him now and just, like, do him, you know?",📋,Low,Plan,Low
train:285:7,train,get it?,✅,Low,Confirm,Low
train:286:0,train,"watching your world view get shattered has been the highlight of my year, and that includes meeting that balki guy.",🙄,High,Taunt,High
train:286:2,train,"hey, guys, i'm taking off.",👋,Low,Leave,Low
train:286:4,train,"so, you've never gotten stoned at work or--or hit golf balls off the checkout?",🤔,Medium,Doubt,Medium
train:286:5,train,"you've never taken a video game home, played it, repackaged it, and put it back on the shelf?",🤔,Medium,Doubt,Medium
train:286:6,train,no.,👎,High,Oppose,High
train:286:8,train,garrett... you little rule follower.,👏,Low,Praise,Low
train:286:9,train,i found a good one!,🌟,Low,Praise,Low
train:286:10,train,his ability to delude himself is the only impressive thing about him.,🤡,High,Taunt,High
train:289:0,train,"okay, you remember the guy from the pet store?",👌,Low,Confirm,Low
train:289:1,train,"we're meeting for lunch today, and he's bringing a friend.",📋,Low,Plan,Low
train:289:2,train,"no, no, no. no, no.",🙅,Low,Refuse,Low
train:289:6,train,"how nice. um, you know what, dina, actually, i think i'm going to pass.",🚫,Low,Refuse,Low
train:291:0,train,"wow, he is so hot. is he a model?",🌟,Low,Praise,Low
train:291:1,train,"he's a lawyer, but i think he used to be a skydiving instructor, and he does a lot of charity work.",🤝,Low,Introduce,Low
train:291:2,train,that's perfect.,🏆,Low,Praise,Low
train:291:4,train,"thanks a lot, amy.",🙏,Low,Thank,Low
train:291:5,train,"i'm so sorry, i didn't mean for that to happen.",😔,Low,Apologise,Low
train:291:6,train,"okay, justine, you're back in.",🗓️,Low,Arrange,Low
train:295:1,train,"attention, everyone.",📢,Low,Inform,Low
train:295:2,train,"who here would like to come with me, and join the target family?",ℹ️,Low,Inform,Low
train:295:3,train,"no, no, no, you leave my people alone.",🚫,Medium,Prevent,Medium
train:295:8,train,"listen, target is a better store.",📝,Low,Inform,Low
train:295:10,train,"why don't we all just go home, and think about it overnight?",🧠,Low,Advise,Low
train:295:11,train,"i'll go with you, jeff.",📋,Low,Plan,Low
train:295:14,train,"sandra, he doesn't really want you.",💥,Low,Emphasize,Low
train:295:15,train,he's just upset because garrett wouldn't go with him.,💡,Low,Explain,Low
train:297:1,train,your improv skills are really impressive.,👏,Low,Praise,Low
train:297:2,train,thank you.,👍,Low,Thank,Low
train:297:4,train,"you've got jokes. well, i am upset about how much movie tickets cost me these days, so maybe i could take advantage of his senior discount.",😂,Low,Joke,Low
train:300:3,train,"hey, sorry, you can't eat food on the display furniture.",🛑,Medium,Prevent,Medium
train:300:4,train,"oh, hey, owen, it's okay. these are my cloud 9 friends.",👋,Low,Introduce,Low
train:300:8,train,yeah.,🤝,Low,Acknowledge,Low
train:300:9,train,"hey, what do you think of jeff?",🤔,Low,Asking for opinions,Low
train:300:10,train,"exactly, jeff who.",❗,Low,Emphasize,Low
train:302:0,train,"yeah, and her shoes made a lot of noise.",😮‍💨,High,Complain,High
train:302:1,train,are you guys seriously weirded out by a female boss?,😕,Medium,Doubt,Medium
train:302:2,train,it's 2018.,😏,High,Taunt,High
train:302:3,train,you're right.,✅,Low,Agree,Low
train:302:4,train,"to be honest, i really liked her shoes.",👏,Low,Praise,Low
train:302:7,train,that's total crap.,🙅,High,Oppose,High
train:302:8,train,when did ginger dance backwards?,🤨,Medium,Doubt,Medium
train:302:9,train,"oh, uh, it's just an expression.",💡,Low,Explain,Low
train:302:10,train,they danced in circles or side by side.,👋,Low,Introduce,Low
train:302:13,train,name one picture where ginger rogers was better than rita hayworth.,⏰,Low,Arrange,Low
train:302:14,train,ginger rogers was nothing.,🚪,Low,Leave,Low
