source_id,split,text,emoji,label,intent_label,dissonance_label
train:338:4,train,and i'd appreciate that respect if that's what i were doing.,💛,Thank,Thank,Low
train:338:5,train,life is a highway.,😜,Joke,Joke,Low
train:338:6,train,i got to get back to work.,🏃,Leave,Leave,Low
train:339:0,train,excuse me. how much can i buy for $200?,🙋,Ask for help,Ask for help,Low
train:339:2,train,"damn it, random man!",😤,Complain,Complain,High
train:339:3,train,who asked you to get involved?,😑,Criticize,Criticize,High
train:339:4,train,it's okay. i--i just want everybody to be happy.,📖,Explain,Explain,Low
train:339:5,train,o-okay.,🤝,Acknowledge,Acknowledge,Low
train:341:0,train,"yeah, well...",👌,Acknowledge,Acknowledge,Low
train:341:1,train,hang in there.,🫐,Comfort,Comfort,Low
train:341:3,train,"oh, no, no, no, i couldn't.",🚫,Refuse,Refuse,Low
train:341:4,train,"oh, you-you wanted me to, uh, eat it right now?",🤝,Confirm,Confirm,Low
train:341:6,train,"yes, i will--i will do this.",🤝,Agree,Agree,Low
train:341:7,train,i will put this in there.,📅,Plan,Plan,Low
train:344:0,train,hey. i'm taking off.,😊,Greet,Greet,Low
train:344:1,train,"you're still up for tonight, right?",✅,Confirm,Confirm,Low
train:344:2,train,"uh, yeah.",🤝,Agree,Agree,Low
train:344:4,train,"my parents never made me speak it in the house, and i really don't feel like i should be made to feel guilty about that, okay?",🙄,Complain,Complain,High
train:344:5,train,i was just asking if you're cool driving for an hour to this barbecue place i like.,💬,Explain,Explain,Low
train:344:6,train,"oh. oh, cool.",👏,Praise,Praise,Low
train:347:1,train,"those are like, the random ones that no one picks, so that's kind of a good plan.",👏,Praise,Praise,Low
train:347:2,train,"hey, if you won, do you think we'd still be friends?",✅,Confirm,Confirm,Low
train:347:3,train,you'd be my friend from my poor life who keeps me grounded.,🏆,Praise,Praise,Low
train:348:0,train,"hey, so, uh, before. that wasn't anything, right?",🤝,Confirm,Confirm,Low
train:348:2,train,"okay, good, yeah, yeah, i mean, you know.",✅,Acknowledge,Acknowledge,Low
train:348:4,train,"no, no, no, no, i just meant like, a hypothetical world where you're not there.",💡,Explain,Explain,Low
train:348:5,train,"i just meant, no, it's like an alternate timeline where, like, you never existed in the first place.",📖,Explain,Explain,Low
train:348:6,train,"okay, seriously, stop.",⚠️,Prevent,Prevent,Medium
train:348:7,train,i can't take this much romance.,😏,Taunt,Taunt,High
train:349:0,train,"oh, hey, uh, glenn, um, whenever you get a chance, could we talk about something?",🎉,Invite,Invite,Low
train:349:1,train,"no, no, i meant like, later. like, in your office.",💡,Explain,Explain,Low
train:349:5,train,how do these toilet stools work?,🚨,Ask for help,Ask for help,Low
train:350:0,train,"well, that's annoying.",😤,Complain,Complain,High
train:350:2,train,sorry.,🥺,Apologise,Apologise,Low
train:350:3,train,check out this text from colleen at the bel-ridge store.,📛,Introduce,Introduce,Low
train:350:4,train,"wonder who's gonna sell the most tickets.  she's so competitive, with her smug cancer survivor smirk.",🤡,Taunt,Taunt,High
train:350:7,train,don't say  uh-huh.  you don't even know the rest of it.,🛑,Prevent,Prevent,Medium
train:351:2,train,i want a raise!,📝,Inform,Inform,Low
train:351:3,train,"i'm sorry, that was bad timing.",🙏,Apologise,Apologise,Low
train:351:4,train,it was surprisingly a very rich topic.,👏,Praise,Praise,Low
train:351:5,train,"okay, well, i will give it a try.",🗺️,Plan,Plan,Low
train:351:6,train,"i can always bring it back, right?",✅,Confirm,Confirm,Low
train:351:9,train,"i'm sorry, i shouldn't have brought that up.",😔,Apologise,Apologise,Low
train:351:10,train,"aw, amy. come here.",🫐,Comfort,Comfort,Low
train:352:0,train,"some of my cousins might try to kill me for the money, but with installments, they'll need me alive.",😜,Joke,Joke,Low
train:352:1,train,"okay, but if we get the money now, we could buy something really baller.",☝️,Advise,Advise,Low
train:352:2,train,"like, maybe a robot that plays music and is also your dentist and stuff.",🧠,Advise,Advise,Low
train:352:3,train,"or a yacht, but the captain is an ape wearing a sailor hat.",🧠,Advise,Advise,Low
train:353:0,train,"okay, yeah, i'll just mention it to her the next time she's here.",🗺️,Plan,Plan,Low
train:353:3,train,you should do it now while you still got your business suit on.,🧠,Advise,Advise,Low
train:353:6,train,my mouth is watering. i can't be around these.,🚪,Leave,Leave,Low
train:356:0,train,"um, yeah, could you just let her know that--",🥺,Ask for help,Ask for help,Low
train:356:1,train,"because you asked who was calling, and only then did you say she was unavailable which implies, to me, that she is available; she just doesn't want to take our call.",💡,Explain,Explain,Low
train:356:2,train,"listen, skye. i think you're lying to me.",🤨,Criticize,Criticize,High
train:356:3,train,"you know what, i'm sorry.",🥺,Apologise,Apologise,Low
train:356:4,train,"take it away, amy.",⏰,Arrange,Arrange,Low
train:356:5,train,"um, you're doing great.",🏆,Praise,Praise,Low
train:356:6,train,"listen, could you just tell her that i called?",🥺,Ask for help,Ask for help,Low
train:357:1,train,"no matter how much you make, it never seems like enough.",📢,Inform,Inform,Low
train:357:2,train,"but with a little planning, you'll see that a budget is like a raise you give yourself.",📝,Inform,Inform,Low
train:357:3,train,let's look at a typical budget for a cloud 9 employee.,📝,Inform,Inform,Low
train:357:4,train,we'll call her penny wise.,ℹ️,Inform,Inform,Low
train:357:5,train,"oh, because she's a killer clown that lives in the sewer?",🤣,Joke,Joke,Low
train:357:11,train,"well, there's $100 under  other.  that's probably for food.",📝,Inform,Inform,Low
train:357:12,train,so we're supposed to live on under $4 a day for food?,🤝,Confirm,Confirm,Low
train:357:14,train,"probably because they're just planning on us not getting sick, right?",🤝,Confirm,Confirm,Low
train:357:15,train,i eat two-week-old unrefrigerated lobster.,😮‍💨,Complain,Complain,High
train:357:16,train,i'm going to get sick.,😤,Complain,Complain,High
train:360:3,train,you could just happen to run into her and then bring up the raise.,💡,Advise,Advise,Low
train:360:6,train,but pushy people are the ones that get what they want.,❗,Emphasize,Emphasize,Low
train:360:7,train,"okay, fine. but you're coming with me.",📅,Arrange,Arrange,Low
train:361:0,train,"hey, you're scaring off customers.",😑,Criticize,Criticize,High
train:361:2,train,"hey, sandra, how much does the employee who sells a winning lotto ticket get?",🚨,Ask for help,Ask for help,Low
train:361:4,train,"look, even if that was true, which i don't believe it is, you think i'm just going to start hauling ass in the 1-in-7-million chance that i'm going to sell the winning ticket?",🤨,Doubt,Doubt,Medium
train:361:5,train,i didn't ask you to do anything.,🏃,Leave,Leave,Low
train:362:0,train,we should have a saltwater pool on the yacht.,💡,Advise,Advise,Low
train:362:1,train,"and we should hire someone to bury treasure for us, and then we get to find it.",☝️,Advise,Advise,Low
train:362:4,train,"you guys know you wouldn't get all 30 million if you won, right?",🤝,Confirm,Confirm,Low
train:363:0,train,"no, that doesn't look anything like her, either.",🙅,Oppose,Oppose,High
train:363:1,train,no.,⛔,Oppose,Oppose,High
train:363:3,train,just keep your eyes peeled. tell me if you see her.,🗓️,Arrange,Arrange,Low
train:363:5,train,shut up. i'm not used to these things.,🛑,Prevent,Prevent,Medium
train:363:7,train,and i was a pretty decent skier.,😎,Flaunt,Flaunt,Medium
train:363:9,train,"oh, wait, is that her over there?",🤝,Confirm,Confirm,Low
train:365:0,train,"myrtle, what are you doing here?",🫒,Care,Care,Low
train:365:2,train,"yeah, wow.",👌,Acknowledge,Acknowledge,Low
train:365:4,train,"um, why don't you give me these and i'll give you the cash?",💡,Advise,Advise,Low
train:367:0,train,"suck it, colleen, you pink ribbon wearing bitch.",😑,Criticize,Criticize,High
train:367:3,train,"no, sandra. you're not a part of this.",⛔,Oppose,Oppose,High
train:367:6,train,"enjoy your 5 1/2 million, loser.",🙄,Taunt,Taunt,High
train:368:2,train,"if you want to move up the corporate ladder, you're going to need to learn how to play golf.",☝️,Advise,Advise,Low
train:368:3,train,"just think of yourself as, like, you're a pendulum.",🧠,Advise,Advise,Low
train:368:5,train,"yeah, but not so loose, and let's please be careful.",☝️,Advise,Advise,Low
train:368:7,train,"okay, all right.",✅,Acknowledge,Acknowledge,Low
train:370:0,train,the doctor says it's normal for the head to be so much bigger than the rest of the body.,📝,Inform,Inform,Low
train:370:1,train,"well, the doctor wrote it down and put it in this envelope, so here goes nothing.",ℹ️,Inform,Inform,Low
train:370:2,train,wait. you're gonna just do that right here?,🤝,Confirm,Confirm,Low
train:370:3,train,you guys should do something special.,☝️,Advise,Advise,Low
train:370:5,train,"or we could all get paintball guns, and shoot each other, and the paint could either be blue or pink.",💡,Advise,Advise,Low
train:371:1,train,donald?,🤝,Confirm,Confirm,Low
train:371:2,train,"i'm don sosa, and have i got a car for you.",😂,Joke,Joke,Low
train:371:5,train,i am not a crook.,😂,Joke,Joke,Low
train:372:0,train,"uh, little advice. get the c-section.",☝️,Advise,Advise,Low
train:372:4,train,nope. nope. absolutely not.,👋,Leave,Leave,Low
train:374:0,train,what are you doing here?,🛡️,Care,Care,Low
train:374:1,train,"oh, i'm on a break from target.",📝,Inform,Inform,Low
train:374:4,train,"well, uh, thank you for visiting.",💛,Thank,Thank,Low
train:374:7,train,everything okay with you guys?,🛡️,Care,Care,Low
train:374:9,train,"kathy, no, i can't come in early.",🤷,Refuse,Refuse,Low
train:374:10,train,"they cut off his cell phone service a month ago, so.",💡,Explain,Explain,Low
train:379:0,train,"hey, is this the only gumbo mix you have?",✅,Confirm,Confirm,Low
train:379:1,train,"i mean, that's why we call it target.",💬,Explain,Explain,Low
train:379:2,train,it's a nice store.,🏆,Praise,Praise,Low
train:381:0,train,i need to know the gender of their baby.,🚨,Ask for help,Ask for help,Low
train:381:1,train,"okay, sure, one second.",✅,Acknowledge,Acknowledge,Low
train:381:2,train,"hello, it's me, glenn sturgis.",✨,Greet,Greet,Low
train:381:5,train,you have no idea how spot on i was.,🤔,Criticize,Criticize,High
train:382:0,train,i did not think this through.,😮‍💨,Complain,Complain,High
train:382:1,train,"and now, i have a horrible parasite just eating and pissing inside me.",😤,Complain,Complain,High
train:382:4,train,"look, dina, it's just for a few more months.",💛,Comfort,Comfort,Low
train:382:5,train,"yeah, and then i get to endure the most gruesome pain imaginable.",😤,Complain,Complain,High
train:382:6,train,the phrase  cut from hole to hole  was said to me.,🙄,Complain,Complain,High
train:382:7,train,"you know, it really didn't hurt that much.",🫐,Comfort,Comfort,Low
train:383:0,train,"hey, guys. hey, jeff.",😊,Greet,Greet,Low
train:383:2,train,"and besides, you just need to get back out there, you know?",💛,Comfort,Comfort,Low
train:383:3,train,get back on the horse. giddy-up!,🫐,Comfort,Comfort,Low
train:383:4,train,is that so wrong? to just once ask what makes jeffrey happy?,🙄,Complain,Complain,High
train:383:5,train,you shouldn't rush into anything.,🫐,Comfort,Comfort,Low
train:383:6,train,you should... follow your bliss.,☝️,Advise,Advise,Low
train:383:7,train,"yeah, defin--definitely. you'll find another job.",🫐,Comfort,Comfort,Low
train:383:8,train,you just--you need to figure out you first.,☝️,Advise,Advise,Low
train:384:0,train,"hey, check out how light these are.",😎,Flaunt,Flaunt,Medium
train:384:1,train,"carbon fiber--sorry, they're probably a little sweaty.",😔,Apologise,Apologise,Low
train:384:5,train,who the hell are you to talk to him that way?,🤔,Criticize,Criticize,High
train:384:6,train,he is more man than you'll ever be.,🤡,Taunt,Taunt,High
train:384:7,train,"if we're talking about truth bombs, well, take shelter, 'cause i'm about to make it rain.",😏,Taunt,Taunt,High
train:385:0,train,with her fortune teller sleeves and her dallas eye shadow?,🙄,Taunt,Taunt,High
train:385:7,train,"jonah, stop, seriously. just look at him.",⚠️,Prevent,Prevent,Medium
train:385:8,train,just we'll be all right.,💛,Comfort,Comfort,Low
train:385:10,train,how do you not get how this works?,🤔,Criticize,Criticize,High
train:385:11,train,he was finally gonna get a job.,🤔,Criticize,Criticize,High
train:385:12,train,"i'm sorry, it's confusing. you're a very good actor.",🙏,Apologise,Apologise,Low
train:388:0,train,"of course, the eventual plan would be to hike the appalachian trail, but for now, i'm just gonna walk around the reservoir.",🗺️,Plan,Plan,Low
train:388:1,train,cool.,👏,Praise,Praise,Low
train:388:5,train,"attention, ladies and germs.",ℹ️,Inform,Inform,Low
train:388:6,train,"sorry, i've always wanted to say that.",🥺,Apologise,Apologise,Low
train:391:0,train,"oh, yeah, adam. adam.",✅,Acknowledge,Acknowledge,Low
train:391:1,train,he's--he's good.,👏,Praise,Praise,Low
train:391:7,train,no. forget it.,🚪,Leave,Leave,Low
train:391:8,train,nope.,👋,Leave,Leave,Low
train:392:0,train,"also, it is mother's day this weekend, and corporate says mothers are in this year.",📢,Inform,Inform,Low
train:392:1,train,so we're gonna be hitting that hard.,🗺️,Plan,Plan,Low
train:392:2,train,"well, that's it for the prepared announcements.",📢,Inform,Inform,Low
train:392:3,train,"now i'll open it up to the room, in case anyone has something they'd like to say.",📝,Inform,Inform,Low
train:392:4,train,maybe about mother's day?,💡,Advise,Advise,Low
train:392:5,train,amy has the floor.,📅,Arrange,Arrange,Low
train:392:6,train,"okay, i see.",✅,Acknowledge,Acknowledge,Low
train:392:7,train,"hey guys, i'm pregnant.",📢,Inform,Inform,Low
train:392:8,train,"i know what you're thinking, but i only told, like, three people, so this is not on me.",📖,Explain,Explain,Low
train:392:11,train,don't worry. i couldn't tell.,🫐,Comfort,Comfort,Low
train:392:14,train,"the baby is adam's. i was the first to know because i am her best friend, and, justine, no one went to your bar crawl because you are unpleasant to be around.",📢,Inform,Inform,Low
train:392:15,train,unpleasant in bed.,😏,Taunt,Taunt,High
train:394:0,train,"this is urgent! attention, employees.",📢,Inform,Inform,Low
train:394:1,train,we need you to assemble in the front of the store for a group photo in ten minutes.,⏰,Arrange,Arrange,Low
train:394:2,train,and look sharp!,ℹ️,Inform,Inform,Low
train:394:3,train,"we--no! we have a chance to have ceo, neil penderson, in our store!",📢,Inform,Inform,Low
train:394:4,train,neil! penderson!,📝,Inform,Inform,Low
train:394:5,train,"as i was saying, there's a missing child.",ℹ️,Inform,Inform,Low
train:394:6,train,"his name is caden. he has brown hair, is eight years old, and is wearing overalls.",ℹ️,Inform,Inform,Low
train:394:7,train,"so, uh, i guess those two things.",📢,Inform,Inform,Low
train:394:8,train,group photo. missing kid.,ℹ️,Inform,Inform,Low
train:395:0,train,mad props on not getting scooped out.,😂,Joke,Joke,Low
train:395:1,train,we brought you some of harmonica's old baby stuff we were gonna give to goodwill.,🤝,Introduce,Introduce,Low
train:395:2,train,"then we were like, why deal with the middle man when we can just do the charity right onto you?",📖,Explain,Explain,Low
train:395:3,train,"oh, okay. thank you.",👍,Thank,Thank,Low
train:395:4,train,but i'm not a charity case.,🙅,Refuse,Refuse,Low
train:395:5,train,"oh, there's some good stuff in here.",👋,Introduce,Introduce,Low
train:395:6,train,"oh, that baby. that's a good baby.",🤝,Introduce,Introduce,Low
train:395:7,train,"oh, it's clean.",👋,Introduce,Introduce,Low
train:395:8,train,but what if it's a boy then?,🤔,Doubt,Doubt,Medium
train:395:9,train,it's like a pretty funny slam on him.,😂,Joke,Joke,Low
train:396:0,train,maybe next year.,🏃,Leave,Leave,Low
train:396:1,train,"okay, it's just that i was the one who took it last year and the year before that.",🙄,Complain,Complain,High
train:396:2,train,is it a crime to shine?,🤔,Doubt,Doubt,Medium
train:396:3,train,"come up to the front. amanda, way back.",📅,Arrange,Arrange,Low
train:396:4,train,"jonah, you're gonna show off your tight little bod right here.",⏰,Arrange,Arrange,Low
train:396:6,train,"half-pint, right there.",📅,Arrange,Arrange,Low
train:396:7,train,"oh, how big of a smile do you want?",🤨,Doubt,Doubt,Medium
train:396:8,train,"it hurts a little, but i can show all of my teeth.",😎,Flaunt,Flaunt,Medium
train:396:9,train,sure.,👌,Acknowledge,Acknowledge,Low
train:396:10,train,"okay, everyone put your arms around each other.",🗓️,Arrange,Arrange,Low
train:396:11,train,"jonah, both arms. pregnancy's not contagious.",📅,Arrange,Arrange,Low
train:396:12,train,have you two never taken a picture?,😕,Doubt,Doubt,Medium
train:396:13,train,there's a spot open in the middle.,📢,Inform,Inform,Low
train:396:14,train,i guess that works too.,🤝,Agree,Agree,Low
train:397:0,train,it's just fine. that's a good way of putting it.,👏,Praise,Praise,Low
train:397:1,train,that's not what i meant.,⛔,Oppose,Oppose,High
train:397:3,train,"right! like on  cnn heroes,  you get a sense of the struggle.",✅,Agree,Agree,Low
train:397:4,train,"you know, i agree with garrett.",✅,Agree,Agree,Low
train:397:5,train,we should be doing a tv show.,🧠,Advise,Advise,Low
train:397:7,train,ken burns. let's do this!,⏰,Arrange,Arrange,Low
train:398:0,train,"well, i mean, you saw it first, so finders keepers.",💡,Explain,Explain,Low
train:398:1,train,"no, i didn't. you found it.",🙅,Oppose,Oppose,High
train:398:2,train,why don't you just keep it.,🧠,Advise,Advise,Low
train:398:3,train,"mateo, thank you. that's very kind of you.",👍,Thank,Thank,Low
train:398:4,train,but i don't really need handouts.,🚫,Refuse,Refuse,Low
train:398:5,train,i don't even know what you're talking about.,🤔,Doubt,Doubt,Medium
train:398:7,train,"i put it there for amy to find, bo.",💬,Explain,Explain,Low
train:400:0,train,"and the guy who made my burrito was like really creepy, but kind of in a hot way.",😮‍💨,Complain,Complain,High
train:400:3,train,"yeah, totally.",✅,Agree,Agree,Low
train:400:4,train,"uh, sure.",👌,Acknowledge,Acknowledge,Low
train:400:7,train,"okay? if you thought you were gonna die, maybe act like it.",💡,Advise,Advise,Low
train:400:8,train,"oh, okay, yeah, i can act like that, okay.",✅,Agree,Agree,Low
train:402:1,train,you said you wanted emotion. i gave you emotion.,💡,Explain,Explain,Low
train:402:2,train,"well, maybe less emotion.",🧠,Advise,Advise,Low
train:402:3,train,"all right, got it. no problem.",🤝,Agree,Agree,Low
train:402:4,train,moving on.,🗓️,Arrange,Arrange,Low
train:402:5,train,"okay? i'm trying to do it normal, but it's...",📖,Explain,Explain,Low
train:402:10,train,sorry.,🙏,Apologise,Apologise,Low
train:403:0,train,"mm, sorry i can't talk right now.",🙏,Apologise,Apologise,Low
train:403:1,train,"mm, blankets don't have hands.",🤣,Joke,Joke,Low
train:403:2,train,stop.,⚠️,Prevent,Prevent,Medium
train:403:3,train,"yeah. well, i mean, yeah.",✅,Agree,Agree,Low
train:403:4,train,"okay, um, how about a mother's day brunch?",💡,Advise,Advise,Low
train:403:6,train,"i'm supposed to meet my mom later that day, but i can blow it off, so it's totally fine.",👋,Leave,Leave,Low
train:405:1,train,i've had that conversation multiple times.,💎,Flaunt,Flaunt,Medium
train:405:2,train,"well, now that you're single again, you and i should start hanging out more.",🧠,Advise,Advise,Low
train:405:4,train,"well, no. not really.",👎,Oppose,Oppose,High
train:405:5,train,"i mean, yes, he offered, but i'm not gonna do it.",🤷,Refuse,Refuse,Low
train:405:6,train,i'm sorry. the father of your baby wants to step up?,🤔,Doubt,Doubt,Medium
train:405:11,train,he can't support me.,⛔,Oppose,Oppose,High
train:405:12,train,he works part time at a petsmart.,🤝,Introduce,Introduce,Low
train:405:13,train,"okay, i don't really want to talk about this anymore.",⚠️,Prevent,Prevent,Medium
train:405:14,train,"so, uh, let's find something else to talk about.",🧠,Advise,Advise,Low
train:405:15,train,just one more thing.,ℹ️,Inform,Inform,Low
train:405:17,train,"i thought a lot about this, and you being pregnant is not a deal breaker for me.",📝,Inform,Inform,Low
train:405:18,train,"i may not be that baby's father, but i'm willing to step up and be its dad.",📢,Inform,Inform,Low
train:405:19,train,"thank you, marcus. i'll let you know.",💛,Thank,Thank,Low
train:407:1,train,"yeah, totally.",🤝,Agree,Agree,Low
train:407:2,train,that was so good.,👏,Praise,Praise,Low
train:407:3,train,that could seriously be on youtube.,👏,Praise,Praise,Low
train:407:4,train,"guys, i would watch a show about us.",📢,Inform,Inform,Low
train:407:6,train,"after watching it, i got to say, a lot of the key choices were mine, so.",😎,Flaunt,Flaunt,Medium
train:408:0,train,i've got three rules.,📢,Inform,Inform,Low
train:408:1,train,can i move back in with you?,🥺,Ask for help,Ask for help,Low
train:409:0,train,"so, neil penderson, that's our ceo, will speak first, followed by glenn, and then neil will take a few more questions.",📝,Inform,Inform,Low
train:409:1,train,"let's try and remember this event is going to be live-streamed, so let's try to avoid anything controversial, okay?",ℹ️,Inform,Inform,Low
train:409:2,train,"laurie, by live-stream do you mean in the conventional sense, like running water or...",👌,Confirm,Confirm,Low
train:409:3,train,"no, i mean you're going to be filmed and then broadcast live to all of our stores.",💬,Explain,Explain,Low
train:409:4,train,oh!,👌,Acknowledge,Acknowledge,Low
train:409:5,train,"i'm sorry, isn't the whole point of a town hall that you can ask anything?",🤔,Doubt,Doubt,Medium
train:409:7,train,that's fun.,👏,Praise,Praise,Low
train:409:8,train,"ooh, i'm going to ask what's the craziest rich person thing he's ever done.",🗺️,Plan,Plan,Low
train:409:9,train,"i bet it's something like blowing up a cow with a bazooka, or hunting a person.",😂,Joke,Joke,Low
train:409:11,train,"uh, why can't we talk about myrtle?",☝️,Advise,Advise,Low
train:409:12,train,"uh, because we had to fire myrtle.",💬,Explain,Explain,Low
train:409:13,train,so we don't need people asking those kinds of questions.,💡,Explain,Explain,Low
train:409:15,train,7.594 billion people.,📝,Inform,Inform,Low
train:410:0,train,oh. hi.,😊,Greet,Greet,Low
train:410:1,train,hi.,😊,Greet,Greet,Low
train:410:2,train,what are you doing in here?,🧡,Care,Care,Low
train:410:3,train,"okay, fine, what laurie said about firing myrtle was weird, so i thought i'd check her file.",💬,Explain,Explain,Low
train:410:4,train,what are you doing?,🧡,Care,Care,Low
train:411:1,train,it's medicine. you can't have too many.,🙅,Oppose,Oppose,High
train:411:2,train,"china, france, india, mexico.",🤝,Introduce,Introduce,Low
train:411:3,train,that's most of the small world ride.,🤝,Introduce,Introduce,Low
train:411:4,train,"yeah, i guess that's true.",👍,Agree,Agree,Low
train:411:7,train,you're not helping.,😑,Criticize,Criticize,High
train:412:2,train,what--she just goes 30 years without a single write-up and overnight gets bad at her job?,🤔,Doubt,Doubt,Medium
train:412:3,train,"no, i know, she's been not great at her job for 30 years, so why all of a sudden is glenn writing her up?",🤔,Doubt,Doubt,Medium
train:412:4,train,it's not glenn.,⛔,Oppose,Oppose,High
train:412:6,train,since when does a district manager write up floor workers?,😕,Doubt,Doubt,Medium
train:412:7,train,we have to talk to jeff.,📅,Plan,Plan,Low
train:412:8,train,or i have to talk to jeff.,📅,Plan,Plan,Low
train:412:11,train,i'm not in charge of who you talk to.,🏃,Leave,Leave,Low
train:413:0,train,you deserve so much better.,🫐,Comfort,Comfort,Low
train:413:1,train,thanks. i appreciate that.,👍,Thank,Thank,Low
train:413:2,train,so what are we going to do to him?,🛡️,Care,Care,Low
train:413:3,train,revenge porn on the internet?,☝️,Advise,Advise,Low
train:413:4,train,give his credit card info to a bum?,☝️,Advise,Advise,Low
train:413:8,train,i'm just going to go...,🚪,Leave,Leave,Low
train:413:10,train,i've got nothing to lose anymore.,😤,Complain,Complain,High
train:414:0,train,thank you for meeting with us.,🙏,Thank,Thank,Low
train:414:1,train,cool. that's cool.,🏆,Praise,Praise,Low
train:414:2,train,"i'm sorry, okay, so, um...",🥺,Apologise,Apologise,Low
train:414:3,train,"there was a mandate to write up any employee over the age of 70 to give us a pretext for firing them, okay?",💡,Explain,Explain,Low
train:414:6,train,um...that.,🤝,Acknowledge,Acknowledge,Low
train:414:7,train,it's the mindset. anything is justified as long as it saves a dollar.,💡,Explain,Explain,Low
train:414:9,train,"oh, sorry, wrong car.",🥺,Apologise,Apologise,Low
train:415:3,train,"dude, todd's like 40.",📢,Inform,Inform,Low
train:415:5,train,"oh, she is so beautiful.",👏,Praise,Praise,Low
train:415:6,train,it just means we all have to work together.,📝,Inform,Inform,Low
train:415:7,train,"okay, so we're going to sneak jeff into that meeting.",📋,Plan,Plan,Low
train:415:8,train,"and then, he's going to stand up in front of the ceo, and the cameras, and say why myrtle was really fired.",📋,Plan,Plan,Low
train:415:9,train,"wait, you're asking us to sign on for a plan where jeff is the key?",🤔,Doubt,Doubt,Medium
train:415:10,train,i stand by what i said.,📝,Inform,Inform,Low
train:415:11,train,couldn't they just say jeff is lying?,😕,Doubt,Doubt,Medium
train:415:12,train,"bam, there's our proof.",ℹ️,Inform,Inform,Low
train:415:15,train,so those are the other parts that we also haven't figured out yet.,📖,Explain,Explain,Low
train:415:16,train,"mm, solid plan.",😏,Taunt,Taunt,High
train:415:17,train,because i have to speak in front of everyone on the planet.,📖,Explain,Explain,Low
train:415:18,train,"i mean, she kind of sucked.",🙄,Complain,Complain,High
train:416:0,train,so are you sure being stuffed in a box in styrofoam is safe?,✅,Confirm,Confirm,Low
train:416:1,train,maybe you could do it and i could talk to the guard?,💡,Advise,Advise,Low
train:416:2,train,you have zero charisma.,🤨,Criticize,Criticize,High
train:416:4,train,"there's your air holes, princess.",😏,Taunt,Taunt,High
train:416:5,train,thank you.,🙏,Thank,Thank,Low
train:422:0,train,"ooh, we should disguise jeff as lana del rey.",☝️,Advise,Advise,Low
train:422:2,train,"oh, i know, we could give him a wig.",🧠,Advise,Advise,Low
train:422:3,train,"yes! chey, you are such a genius.",🏆,Praise,Praise,Low
train:422:4,train,"oh, stop it, you are the genius.",👏,Praise,Praise,Low
train:422:6,train,i'm just trying to be part of the plan.,💡,Explain,Explain,Low
train:424:0,train,thanks.,💛,Thank,Thank,Low
train:424:1,train,"hey, so this is glenn, the general manager.",🤝,Introduce,Introduce,Low
train:424:2,train,"glenn, i've heard a lot about you.",✨,Greet,Greet,Low
train:424:6,train,we're good. thank you.,🙏,Thank,Thank,Low
train:425:0,train,"not to be critical, cheyenne, but i feel stupid.",😤,Complain,Complain,High
train:425:1,train,"i think you look like a hot, skinny hagrid.",🏆,Praise,Praise,Low
train:425:4,train,"get me some eye of newt, harry!",🤣,Joke,Joke,Low
train:425:5,train,"hey, okay, they haven't found the e-mail yet.",📢,Inform,Inform,Low
train:425:6,train,you're going to be fine.,🫐,Comfort,Comfort,Low
train:425:7,train,you look incredibly stupid.,😏,Taunt,Taunt,High
train:425:8,train,thank you.,👍,Thank,Thank,Low
train:426:0,train,"and the man leading that rebuilding is a man who represents the best of cloud 9, glenn sturgis!",ℹ️,Inform,Inform,Low
train:426:2,train,"thank you, neil.",👍,Thank,Thank,Low
train:426:3,train,"you know, i love this store.",📢,Inform,Inform,Low
train:426:4,train,cloud 9 is more than just-i'm sure it's hard to find the words.,ℹ️,Inform,Inform,Low
train:426:5,train,"i know. no, it's fine.",🥹,Comfort,Comfort,Low
train:426:6,train,"so if you're laughing, you are laughing at our ceo.",⚠️,Warn,Warn,Medium
train:426:7,train,"i'm--i'm sorry, neil, go on.",🙏,Apologise,Apologise,Low
train:426:8,train,"um, okay.",🤝,Acknowledge,Acknowledge,Low
train:426:12,train,"for someone who's so innocent, you sure seem to have a lot of information.",🙄,Taunt,Taunt,High
train:426:13,train,"thank you, glenn.",🙏,Thank,Thank,Low
train:430:0,train,what a weasel!,🤔,Criticize,Criticize,High
train:430:3,train,just a whole company of weasels.,😑,Criticize,Criticize,High
train:430:4,train,yeah.,👌,Acknowledge,Acknowledge,Low
train:430:8,train,that i was stupid enough to think something might actually work out in this store.,😤,Complain,Complain,High
train:430:9,train,i always kind of feel like things are going to work out.,💛,Comfort,Comfort,Low
train:431:0,train,hey! there's my team.,😊,Greet,Greet,Low
train:431:1,train,"oh, nice suit.",🏆,Praise,Praise,Low
train:431:2,train,is that from our benedict arnold collection?,✅,Confirm,Confirm,Low
train:431:4,train,"so, now you're going to use your power to help myrtle get her job back?",👌,Confirm,Confirm,Low
train:431:5,train,exactly. probably.,✅,Agree,Agree,Low
train:431:6,train,"guys, we're playing the long game here.",📝,Inform,Inform,Low
train:431:8,train,i hope he enjoys his job with ceo neil farterson.,😏,Taunt,Taunt,High
train:434:0,train,"all right, it's been an exciting 17 days of our olympic promotion.",📝,Inform,Inform,Low
train:434:1,train,"a couple of hiccups there at the beginning, what with the inferno.",ℹ️,Inform,Inform,Low
